[Name]
Export Surface 1

[Parameters]
Ncompt = 1
Nnodes = 23585
Rotation Axis From = 0.00000000 [m], 0.00000000 [m], 0.00000000 [m]
Rotation Axis To   = 0.00000000 [m], 0.00000000 [m], 1.00000000 [m]
Rotating Speed     = 1679.99817 [s^-1 rad]
Frequency          = 534.760010 [Hz]
Engine Order       = 2

[Spatial Fields]
x, y, z

[Data]
x [ m ], y [ m ], z [ m ], Real Pressure [ kg m^-1 s^-2 ], Imaginary Pressure [ kg m^-1 s^-2 ]
 5.87175790E-02,  1.67361440E-01,  7.69260230E-02, -1.34576100E+03, -1.86893680E+02
 5.93874830E-02,  1.68830560E-01,  7.65715390E-02, -1.42381090E+03, -9.16088870E+01
 6.00613360E-02,  1.70305910E-01,  7.62518720E-02, -1.50561600E+03, -5.65163080E-01
 6.07216730E-02,  1.71785670E-01,  7.59321000E-02, -1.59436730E+03,  8.30873950E+01
 6.13693300E-02,  1.73270370E-01,  7.56116210E-02, -1.68879260E+03,  1.59907030E+02
 6.20040970E-02,  1.74760150E-01,  7.52889810E-02, -1.77988880E+03,  2.28155780E+02
 6.26260710E-02,  1.76254760E-01,  7.49639050E-02, -1.86029880E+03,  2.84862820E+02
 6.32186230E-02,  1.77754480E-01,  7.46077670E-02, -1.92560070E+03,  3.30206910E+02
 6.38018180E-02,  1.79257740E-01,  7.42509070E-02, -1.98263770E+03,  3.71160890E+02
 6.43779340E-02,  1.80775540E-01,  7.38913190E-02, -2.02575000E+03,  4.08063870E+02
 6.49451840E-02,  1.82297680E-01,  7.35327010E-02, -2.04818040E+03,  4.38984890E+02
 6.55055270E-02,  1.83822990E-01,  7.31767490E-02, -2.04991940E+03,  4.68392120E+02
 6.60612510E-02,  1.85350970E-01,  7.28250150E-02, -2.03420810E+03,  5.02356230E+02
 6.66118860E-02,  1.86882200E-01,  7.24794120E-02, -2.00294560E+03,  5.46157900E+02
 6.71643610E-02,  1.88416320E-01,  7.21497010E-02, -1.96012130E+03,  5.97853580E+02
 6.77163900E-02,  1.89953480E-01,  7.18282910E-02, -1.91207970E+03,  6.59266970E+02
 6.82673830E-02,  1.91493000E-01,  7.15166330E-02, -1.86990370E+03,  7.32068790E+02
 6.88177270E-02,  1.93035100E-01,  7.12167020E-02, -1.83420760E+03,  8.02420230E+02
 6.93664850E-02,  1.94580110E-01,  7.09290580E-02, -1.80319510E+03,  8.57231450E+02
 6.99155410E-02,  1.96127490E-01,  7.06548620E-02, -1.76929770E+03,  8.94828740E+02
 7.04634640E-02,  1.97677340E-01,  7.03894720E-02, -1.73746960E+03,  9.15363280E+02
 7.10090180E-02,  1.99231040E-01,  7.01361890E-02, -1.71971420E+03,  9.06000980E+02
 7.15510850E-02,  2.00787500E-01,  6.98924960E-02, -1.72459330E+03,  8.66884460E+02
 7.20889720E-02,  2.02346490E-01,  6.96557910E-02, -1.75062260E+03,  8.12606630E+02
 7.26219940E-02,  2.03907800E-01,  6.94234370E-02, -1.79414720E+03,  7.51098140E+02
 7.31500690E-02,  2.05471020E-01,  6.91926930E-02, -1.85125650E+03,  6.86966130E+02
 7.36770700E-02,  2.07045640E-01,  6.89590350E-02, -1.92300230E+03,  6.27792660E+02
 7.41691510E-02,  2.08637550E-01,  6.86967150E-02, -2.02260030E+03,  5.57313600E+02
 7.46452960E-02,  2.10233880E-01,  6.84300210E-02, -2.15840500E+03,  4.76127500E+02
 7.51107040E-02,  2.11833790E-01,  6.81658240E-02, -2.31709380E+03,  3.92408420E+02
 7.55637960E-02,  2.13437750E-01,  6.79046960E-02, -2.50649410E+03,  2.90909330E+02
 7.60027770E-02,  2.15046140E-01,  6.76466450E-02, -2.74071240E+03,  1.53982960E+02
 7.64334280E-02,  2.16673060E-01,  6.73874240E-02, -3.03505980E+03, -2.46382140E+01
 7.68772960E-02,  2.18303320E-01,  6.71515020E-02, -3.39952050E+03, -2.51087650E+02
 7.73142730E-02,  2.19935760E-01,  6.69180900E-02, -3.81632280E+03, -5.17061340E+02
 7.77391120E-02,  2.21570420E-01,  6.66780550E-02, -4.24672560E+03, -8.01060000E+02
 7.81516730E-02,  2.23206510E-01,  6.64266050E-02, -4.62696780E+03, -1.07643510E+03
 7.85571260E-02,  2.24851340E-01,  6.61598520E-02, -4.87796630E+03, -1.35488940E+03
 7.89659690E-02,  2.26544600E-01,  6.58630880E-02, -4.97081250E+03, -1.68063810E+03
 7.93685390E-02,  2.28235230E-01,  6.55447990E-02, -4.96119820E+03, -2.08426560E+03
 7.97644330E-02,  2.29922160E-01,  6.51996210E-02, -4.93226510E+03, -2.45823190E+03
 8.01530930E-02,  2.31603860E-01,  6.48223910E-02, -5.00338180E+03, -2.46334330E+03
 8.03426650E-02,  2.32429220E-01,  6.46242800E-02, -5.37760690E+03, -2.00902610E+03
 8.04619570E-02,  2.32947130E-01,  6.44957500E-02, -6.06181980E+03, -1.38735280E+03
 8.05358810E-02,  2.33272330E-01,  6.44124670E-02, -6.63985010E+03, -9.83956600E+02
 8.05827010E-02,  2.33476590E-01,  6.43596950E-02, -6.95182860E+03, -7.92690190E+02
 8.06122790E-02,  2.33604940E-01,  6.43263460E-02, -7.11867090E+03, -7.00620120E+02
 8.06309210E-02,  2.33685600E-01,  6.43053130E-02, -7.22620170E+03, -6.55368470E+02
 8.06426700E-02,  2.33736290E-01,  6.42920660E-02, -7.29041210E+03, -6.37870480E+02
 8.06500610E-02,  2.33768150E-01,  6.42837210E-02, -7.31447410E+03, -6.37919010E+02
 8.06547180E-02,  2.33788190E-01,  6.42784760E-02, -7.31587160E+03, -6.44564090E+02
 8.06576390E-02,  2.33800780E-01,  6.42751750E-02, -7.31393070E+03, -6.51973570E+02
 8.06594790E-02,  2.33808700E-01,  6.42730970E-02, -7.30815280E+03, -6.61781490E+02
 8.06606410E-02,  2.33813670E-01,  6.42717930E-02, -7.27132670E+03, -7.20192570E+02
 2.17081380E-02,  1.15686270E-01,  8.62538520E-02,  2.30565900E+02, -5.86277160E+02
 2.17116160E-02,  1.15690800E-01,  8.62530620E-02,  2.30499420E+02, -5.86205320E+02
 2.17171310E-02,  1.15697990E-01,  8.62517950E-02,  2.30406850E+02, -5.86142030E+02
 2.17258740E-02,  1.15709390E-01,  8.62497990E-02,  2.30283160E+02, -5.86014100E+02
 2.17397420E-02,  1.15727480E-01,  8.62466250E-02,  2.30104480E+02, -5.85948300E+02
 2.17617340E-02,  1.15756150E-01,  8.62415950E-02,  2.29826110E+02, -5.85775270E+02
 2.17966140E-02,  1.15801600E-01,  8.62336160E-02,  2.29216920E+02, -5.85118410E+02
 2.18519460E-02,  1.15873660E-01,  8.62209800E-02,  2.28318710E+02, -5.83803410E+02
 2.19397300E-02,  1.15987900E-01,  8.62009450E-02,  2.27752260E+02, -5.82954100E+02
 2.20790510E-02,  1.16168960E-01,  8.61692210E-02,  2.27231480E+02, -5.81889590E+02
 2.23002770E-02,  1.16455820E-01,  8.61189070E-02,  2.26847460E+02, -5.82032650E+02
 2.26520500E-02,  1.16909490E-01,  8.60366670E-02,  2.22765840E+02, -5.83552060E+02
 2.32117310E-02,  1.17626990E-01,  8.59040990E-02,  2.08971500E+02, -5.82576840E+02
 2.43129150E-02,  1.19024670E-01,  8.56342090E-02,  1.71123090E+02, -5.73758970E+02
 2.54197700E-02,  1.20415120E-01,  8.53505210E-02,  1.24752930E+02, -5.58085570E+02
 2.65294760E-02,  1.21798250E-01,  8.50446080E-02,  9.21827550E+01, -5.49085020E+02
 2.76356840E-02,  1.23166170E-01,  8.46669820E-02,  6.18992160E+01, -5.48746150E+02
 2.87256590E-02,  1.24523030E-01,  8.42818690E-02,  3.73634340E+01, -5.52540100E+02
 2.97906190E-02,  1.25891220E-01,  8.39253440E-02,  1.08732600E+01, -5.58701350E+02
 3.08458060E-02,  1.27264370E-01,  8.35588800E-02, -1.93752440E+01, -5.62088990E+02
 3.18883810E-02,  1.28643920E-01,  8.31805020E-02, -4.73523410E+01, -5.59573730E+02
 3.28950580E-02,  1.30016030E-01,  8.27007140E-02, -7.10345610E+01, -5.48499080E+02
 3.38611040E-02,  1.31389380E-01,  8.21391340E-02, -8.82051090E+01, -5.34389340E+02
 3.48010170E-02,  1.32781480E-01,  8.15686960E-02, -9.76541140E+01, -5.21270690E+02
 3.57313530E-02,  1.34181960E-01,  8.09857700E-02, -1.01908660E+02, -5.11727540E+02
 3.66364010E-02,  1.35595460E-01,  8.03944470E-02, -1.01670410E+02, -5.05960970E+02
 3.74308150E-02,  1.36985300E-01,  7.96258970E-02, -9.59258120E+01, -5.04010590E+02
 3.81227320E-02,  1.38366310E-01,  7.87274240E-02, -8.92608490E+01, -5.02440800E+02
 3.87630650E-02,  1.39767470E-01,  7.78213070E-02, -8.41931920E+01, -5.00325930E+02
 3.93453650E-02,  1.41176480E-01,  7.69126860E-02, -7.98561550E+01, -4.97479460E+02
 3.99641540E-02,  1.42629180E-01,  7.61309790E-02, -7.75624240E+01, -4.93191410E+02
 4.05853580E-02,  1.44103750E-01,  7.53939150E-02, -7.63646090E+01, -4.86959930E+02
 4.11588210E-02,  1.45591040E-01,  7.46435900E-02, -7.57652590E+01, -4.77931700E+02
 4.16722220E-02,  1.47087500E-01,  7.38641400E-02, -7.49888920E+01, -4.66025480E+02
 4.21286110E-02,  1.48594160E-01,  7.30654370E-02, -7.32763060E+01, -4.53559360E+02
 4.25407960E-02,  1.50139940E-01,  7.22449870E-02, -7.17669070E+01, -4.38791170E+02
 4.29041650E-02,  1.51701140E-01,  7.13963290E-02, -6.93754880E+01, -4.20284940E+02
 4.32303320E-02,  1.53249260E-01,  7.05229640E-02, -6.52293400E+01, -4.00563170E+02
 4.35163970E-02,  1.54809010E-01,  6.96563420E-02, -6.09218440E+01, -3.80054930E+02
 4.37680480E-02,  1.56380740E-01,  6.88007700E-02, -5.70083620E+01, -3.58101410E+02
 4.39917450E-02,  1.57967390E-01,  6.79608660E-02, -5.24994510E+01, -3.33949220E+02
 4.41666470E-02,  1.59570440E-01,  6.71069470E-02, -4.60736390E+01, -3.08310790E+02
 4.43032870E-02,  1.61182250E-01,  6.62558000E-02, -3.74564670E+01, -2.81924470E+02
 4.44488970E-02,  1.62805100E-01,  6.54274300E-02, -2.83843990E+01, -2.55866680E+02
 4.45797030E-02,  1.64444490E-01,  6.46297560E-02, -1.93314970E+01, -2.30158170E+02
 4.47259880E-02,  1.66105820E-01,  6.38925730E-02, -1.02914580E+01, -2.04883590E+02
 4.49068430E-02,  1.67780950E-01,  6.32353650E-02, -1.04505920E+00, -1.79478670E+02
 4.50708420E-02,  1.69445290E-01,  6.26045020E-02,  9.12466430E+00, -1.54549650E+02
 4.52208930E-02,  1.71116860E-01,  6.19890060E-02,  2.06142430E+01, -1.29201220E+02
 4.53481040E-02,  1.72793660E-01,  6.13799430E-02,  3.32248230E+01, -1.03802280E+02
 4.54336000E-02,  1.74474360E-01,  6.07549180E-02,  4.78961030E+01, -7.91345290E+01
 4.55034930E-02,  1.76160190E-01,  6.01413620E-02,  6.44384160E+01, -5.42604450E+01
 4.55574510E-02,  1.77860130E-01,  5.95360210E-02,  8.36078640E+01, -2.91918300E+01
 4.55937010E-02,  1.79574370E-01,  5.89382020E-02,  1.05601360E+02, -3.04033920E+00
 4.56105250E-02,  1.81292640E-01,  5.83510320E-02,  1.30957900E+02,  2.54989360E+01
 4.56544310E-02,  1.83021280E-01,  5.78009520E-02,  1.60163040E+02,  5.72881430E+01
 4.56825010E-02,  1.84752970E-01,  5.72595110E-02,  1.94318040E+02,  9.12629470E+01
 4.56954580E-02,  1.86488120E-01,  5.67285380E-02,  2.34331010E+02,  1.27451190E+02
 4.56958410E-02,  1.88247030E-01,  5.62019570E-02,  2.80743290E+02,  1.65163820E+02
 4.56861410E-02,  1.90018070E-01,  5.56835980E-02,  3.33240050E+02,  2.02671710E+02
 4.56689040E-02,  1.91792190E-01,  5.51760490E-02,  3.91595890E+02,  2.38933110E+02
 4.56510040E-02,  1.93567920E-01,  5.46743420E-02,  4.54875240E+02,  2.72524540E+02
 4.55445540E-02,  1.95325900E-01,  5.41195460E-02,  5.23170290E+02,  2.99855220E+02
 4.54336890E-02,  1.97087840E-01,  5.35798070E-02,  5.92900760E+02,  3.29309970E+02
 4.53170390E-02,  1.98875640E-01,  5.30506110E-02,  6.66422730E+02,  3.69963650E+02
 4.51965520E-02,  2.00668990E-01,  5.25407010E-02,  7.47419430E+02,  4.31101410E+02
 4.50712180E-02,  2.02467690E-01,  5.20512760E-02,  8.43655880E+02,  5.19542420E+02
 4.49617320E-02,  2.04271900E-01,  5.15779330E-02,  9.64317630E+02,  6.38806880E+02
 4.49129860E-02,  2.06092790E-01,  5.11514920E-02,  1.11436690E+03,  7.89874630E+02
 4.48608700E-02,  2.07911770E-01,  5.07459640E-02,  1.29856050E+03,  9.59871030E+02
 4.48053370E-02,  2.09724780E-01,  5.03590960E-02,  1.49736870E+03,  1.11540750E+03
 4.47460670E-02,  2.11540550E-01,  4.99861280E-02,  1.69284060E+03,  1.22226160E+03
 4.46829460E-02,  2.13358480E-01,  4.96244800E-02,  1.85236440E+03,  1.22922520E+03
 4.46181410E-02,  2.15177010E-01,  4.92662380E-02,  1.94610100E+03,  1.11237550E+03
 4.45515660E-02,  2.16995690E-01,  4.89093620E-02,  1.96236350E+03,  8.57522890E+02
 4.44012210E-02,  2.18857420E-01,  4.85067110E-02,  1.87602230E+03,  3.67607540E+02
 4.42255550E-02,  2.20734130E-01,  4.81031430E-02,  1.69987300E+03, -3.06004390E+02
 4.40386650E-02,  2.22612290E-01,  4.77111270E-02,  1.47260070E+03, -1.12895290E+03
 4.38385420E-02,  2.24491550E-01,  4.73306660E-02,  1.22139840E+03, -2.06244970E+03
 4.36238500E-02,  2.26370930E-01,  4.69582530E-02,  9.56702700E+02, -3.05732930E+03
 4.33946960E-02,  2.28250860E-01,  4.65906230E-02,  6.97602420E+02, -4.05688890E+03
 4.32301310E-02,  2.30150100E-01,  4.62761820E-02,  4.89453770E+02, -4.93549460E+03
 4.30725810E-02,  2.32051540E-01,  4.59805950E-02,  2.70453280E+02, -5.74518120E+03
 4.29003280E-02,  2.33952450E-01,  4.56895720E-02, -2.77307130E+00, -6.49046530E+03
 4.27126100E-02,  2.35852300E-01,  4.54008130E-02, -3.61325470E+02, -7.16671630E+03
 4.25052610E-02,  2.37751740E-01,  4.51230670E-02, -8.49691770E+02, -7.77591160E+03
 4.22182340E-02,  2.39725500E-01,  4.48397850E-02, -1.51769710E+03, -8.32991600E+03
 4.18511440E-02,  2.41698210E-01,  4.45215330E-02, -2.23155320E+03, -8.82311330E+03
 4.14702930E-02,  2.43668210E-01,  4.42026820E-02, -3.14200680E+03, -9.16987110E+03
 4.10749500E-02,  2.45635120E-01,  4.38822320E-02, -4.09130690E+03, -9.15367580E+03
 4.08752080E-02,  2.46602190E-01,  4.37238180E-02, -4.45312350E+03, -8.62874120E+03
 4.07482760E-02,  2.47209880E-01,  4.36241330E-02, -4.65066410E+03, -8.18845460E+03
 4.06673360E-02,  2.47591630E-01,  4.35611460E-02, -4.65412790E+03, -7.91343260E+03
 4.06164190E-02,  2.47831630E-01,  4.35216090E-02, -4.58558590E+03, -7.53166360E+03
 4.05843970E-02,  2.47982500E-01,  4.34967760E-02, -4.39562400E+03, -7.19485450E+03
 4.05642610E-02,  2.48077360E-01,  4.34811750E-02, -4.10621140E+03, -6.87271040E+03
 4.05515990E-02,  2.48137010E-01,  4.34713700E-02, -3.72767920E+03, -6.49273730E+03
 4.05436420E-02,  2.48174500E-01,  4.34652080E-02, -3.25595580E+03, -6.02601610E+03
 4.05386350E-02,  2.48198060E-01,  4.34613340E-02, -2.68211430E+03, -5.49413620E+03
 4.05354910E-02,  2.48212890E-01,  4.34589010E-02, -1.97538440E+03, -4.82648830E+03
 4.05335130E-02,  2.48222200E-01,  4.34573700E-02, -9.97667720E+02, -4.01713840E+03
 4.05322650E-02,  2.48228060E-01,  4.34564050E-02,  2.03741690E+03, -1.72681080E+03
 2.18099500E-02,  1.15593930E-01,  8.56938360E-02,  1.95839680E+02, -5.54257810E+02
 2.18133760E-02,  1.15598470E-01,  8.56929870E-02,  1.95786060E+02, -5.54237980E+02
 2.18188090E-02,  1.15605670E-01,  8.56916310E-02,  1.95706970E+02, -5.54223940E+02
 2.18274240E-02,  1.15617070E-01,  8.56894850E-02,  1.95589280E+02, -5.54083070E+02
 2.18410850E-02,  1.15635170E-01,  8.56860880E-02,  1.95425900E+02, -5.53986820E+02
 2.18627490E-02,  1.15663860E-01,  8.56806930E-02,  1.95149080E+02, -5.53768130E+02
 2.18971110E-02,  1.15709360E-01,  8.56721480E-02,  1.94692980E+02, -5.53247860E+02
 2.19516180E-02,  1.15781480E-01,  8.56586020E-02,  1.93902310E+02, -5.52034910E+02
 2.20380910E-02,  1.15895820E-01,  8.56371370E-02,  1.93487960E+02, -5.51245670E+02
 2.21753190E-02,  1.16077040E-01,  8.56031250E-02,  1.93257630E+02, -5.50296200E+02
 2.23932040E-02,  1.16364170E-01,  8.55491760E-02,  1.93387160E+02, -5.50445310E+02
 2.27395780E-02,  1.16818360E-01,  8.54612220E-02,  1.90504170E+02, -5.51832950E+02
 2.32904980E-02,  1.17536830E-01,  8.53195790E-02,  1.79544080E+02, -5.51548220E+02
 2.43738370E-02,  1.18936900E-01,  8.50320610E-02,  1.45553590E+02, -5.46137210E+02
 2.54619400E-02,  1.20330400E-01,  8.47309230E-02,  1.07322810E+02, -5.35574220E+02
 2.65518930E-02,  1.21717170E-01,  8.44078290E-02,  7.90693820E+01, -5.30674930E+02
 2.76366990E-02,  1.23089020E-01,  8.40136110E-02,  5.11288600E+01, -5.31322080E+02
 2.87057660E-02,  1.24451970E-01,  8.36122110E-02,  2.88778530E+01, -5.34345090E+02
 2.97499130E-02,  1.25826400E-01,  8.32414330E-02,  6.14466860E+00, -5.39804990E+02
 3.07835320E-02,  1.27206180E-01,  8.28609840E-02, -1.97857970E+01, -5.42967100E+02
 3.18038430E-02,  1.28592630E-01,  8.24690010E-02, -4.29207000E+01, -5.41585450E+02
 3.27854340E-02,  1.29970390E-01,  8.19704760E-02, -6.19509740E+01, -5.33529970E+02
 3.37239800E-02,  1.31348510E-01,  8.13869240E-02, -7.64164120E+01, -5.22957890E+02
 3.46362810E-02,  1.32746730E-01,  8.07944240E-02, -8.45428310E+01, -5.13395630E+02
 3.55414710E-02,  1.34157420E-01,  8.01891760E-02, -8.83327180E+01, -5.05931880E+02
 3.64200850E-02,  1.35581700E-01,  7.95765520E-02, -8.84274600E+01, -5.00994200E+02
 3.71856020E-02,  1.36980300E-01,  7.87890780E-02, -8.40314180E+01, -4.97725280E+02
 3.78473070E-02,  1.38368610E-01,  7.78746980E-02, -7.89885860E+01, -4.95037410E+02
 3.84566820E-02,  1.39776740E-01,  7.69535680E-02, -7.50536040E+01, -4.90787510E+02
 3.90081780E-02,  1.41194020E-01,  7.60298000E-02, -7.15572970E+01, -4.86214510E+02
 3.95991240E-02,  1.42656210E-01,  7.52360150E-02, -6.93489840E+01, -4.80644530E+02
 4.01925930E-02,  1.44140960E-01,  7.44872320E-02, -6.78310090E+01, -4.73762300E+02
 4.07376810E-02,  1.45638150E-01,  7.37262370E-02, -6.61743770E+01, -4.64457060E+02
 4.12224200E-02,  1.47144320E-01,  7.29374140E-02, -6.37352450E+01, -4.53645050E+02
 4.16499600E-02,  1.48660420E-01,  7.21306060E-02, -6.10318450E+01, -4.43526820E+02
 4.20328830E-02,  1.50217310E-01,  7.13018030E-02, -5.87790680E+01, -4.31198360E+02
 4.23613640E-02,  1.51797000E-01,  7.04263900E-02, -5.61110690E+01, -4.14005800E+02
 4.26375010E-02,  1.53354930E-01,  6.95114880E-02, -5.29633940E+01, -3.93661770E+02
 4.28724550E-02,  1.54924530E-01,  6.86050730E-02, -4.89977260E+01, -3.71600770E+02
 4.30719070E-02,  1.56506260E-01,  6.77113230E-02, -4.34431300E+01, -3.48454220E+02
 4.32421570E-02,  1.58102750E-01,  6.68348970E-02, -3.66064000E+01, -3.24786320E+02
 4.33758420E-02,  1.59717630E-01,  6.59626870E-02, -2.86575470E+01, -3.00919800E+02
 4.34831270E-02,  1.61346270E-01,  6.51054610E-02, -2.00963590E+01, -2.77379150E+02
 4.35993450E-02,  1.62986220E-01,  6.42713380E-02, -1.13886870E+01, -2.54048720E+02
 4.37002960E-02,  1.64642590E-01,  6.34681880E-02, -2.46250920E+00, -2.30653180E+02
 4.38001790E-02,  1.66314680E-01,  6.27099720E-02,  6.92411800E+00, -2.07218990E+02
 4.39108010E-02,  1.67994590E-01,  6.20084700E-02,  1.69743650E+01, -1.83334170E+02
 4.40047500E-02,  1.69665980E-01,  6.13336190E-02,  2.81224820E+01, -1.59946080E+02
 4.40844190E-02,  1.71344680E-01,  6.06750850E-02,  4.08970490E+01, -1.36103900E+02
 4.41460760E-02,  1.73030530E-01,  6.00291300E-02,  5.51356810E+01, -1.12244380E+02
 4.42062500E-02,  1.74734000E-01,  5.94039860E-02,  7.13113560E+01, -8.86698530E+01
 4.42510430E-02,  1.76442580E-01,  5.87906690E-02,  8.99370420E+01, -6.44276120E+01
 4.42798550E-02,  1.78163650E-01,  5.81865240E-02,  1.11987610E+02, -3.96577680E+01
 4.42909040E-02,  1.79897710E-01,  5.75907300E-02,  1.37917130E+02, -1.33189970E+01
 4.42805180E-02,  1.81635340E-01,  5.70041160E-02,  1.68573230E+02,  1.54544290E+01
 4.42568660E-02,  1.83378470E-01,  5.64187730E-02,  2.04781220E+02,  4.54255290E+01
 4.42166440E-02,  1.85124680E-01,  5.58437260E-02,  2.46076260E+02,  7.51121370E+01
 4.41611330E-02,  1.86874210E-01,  5.52802270E-02,  2.92799680E+02,  1.03245000E+02
 4.40919770E-02,  1.88648430E-01,  5.47213890E-02,  3.44244200E+02,  1.28535660E+02
 4.40121440E-02,  1.90435190E-01,  5.41713910E-02,  3.98683260E+02,  1.49366560E+02
 4.39245030E-02,  1.92225020E-01,  5.36330980E-02,  4.54774660E+02,  1.66316890E+02
 4.38369480E-02,  1.94016980E-01,  5.31021650E-02,  5.10550230E+02,  1.81657230E+02
 4.36997600E-02,  1.95795730E-01,  5.25493360E-02,  5.66239070E+02,  1.98190580E+02
 4.35584450E-02,  1.97578120E-01,  5.20124320E-02,  6.23858520E+02,  2.26762270E+02
 4.34118290E-02,  1.99376150E-01,  5.14896470E-02,  6.89273560E+02,  2.75813290E+02
 4.32614240E-02,  2.01179620E-01,  5.09865130E-02,  7.71011720E+02,  3.51436740E+02
 4.31062800E-02,  2.02988310E-01,  5.05041700E-02,  8.79766360E+02,  4.54207520E+02
 4.29667230E-02,  2.04802620E-01,  5.00356370E-02,  1.02081870E+03,  5.73263430E+02
 4.28786580E-02,  2.06634950E-01,  4.96090460E-02,  1.18724490E+03,  6.82964170E+02
 4.27876520E-02,  2.08466010E-01,  4.92029640E-02,  1.36257360E+03,  7.43030760E+02
 4.26936480E-02,  2.10292740E-01,  4.88150340E-02,  1.51056930E+03,  6.96003300E+02
 4.25961690E-02,  2.12122130E-01,  4.84410410E-02,  1.59177470E+03,  4.91667210E+02
 4.24950420E-02,  2.13953600E-01,  4.80785630E-02,  1.58635290E+03,  1.08878620E+02
 4.23921500E-02,  2.15785800E-01,  4.77204290E-02,  1.48422940E+03, -4.64024200E+02
 4.22864890E-02,  2.17618480E-01,  4.73661680E-02,  1.28076930E+03, -1.20838960E+03
 4.20743120E-02,  2.19502600E-01,  4.69518680E-02,  9.44040710E+02, -2.24436180E+03
 4.18319070E-02,  2.21400800E-01,  4.65353950E-02,  5.08747740E+02, -3.43294090E+03
 4.15778160E-02,  2.23300430E-01,  4.61317640E-02,  1.05671390E+01, -4.68395950E+03
 4.13100910E-02,  2.25201010E-01,  4.57409060E-02, -5.15678220E+02, -5.90022850E+03
 4.10276870E-02,  2.27101480E-01,  4.53589070E-02, -1.04468950E+03, -6.97714790E+03
 4.07318360E-02,  2.28997740E-01,  4.49837220E-02, -1.55155080E+03, -7.84113960E+03
 4.05274000E-02,  2.30905520E-01,  4.46774700E-02, -1.95217080E+03, -8.39836720E+03
 4.03382410E-02,  2.32815580E-01,  4.43941020E-02, -2.32026340E+03, -8.74522750E+03
 4.01347060E-02,  2.34724950E-01,  4.41152160E-02, -2.68995900E+03, -8.93291410E+03
 3.99159160E-02,  2.36633150E-01,  4.38389220E-02, -3.08506840E+03, -8.98964260E+03
 3.96770980E-02,  2.38540780E-01,  4.35751450E-02, -3.53699660E+03, -8.95042870E+03
 3.93622440E-02,  2.40517740E-01,  4.33070320E-02, -4.05994340E+03, -8.81032910E+03
 3.89716440E-02,  2.42489200E-01,  4.30077760E-02, -4.52342870E+03, -8.60211720E+03
 3.85671560E-02,  2.44458030E-01,  4.27090820E-02, -5.07768460E+03, -8.34181540E+03
 3.81481570E-02,  2.46423840E-01,  4.24097890E-02, -5.58098240E+03, -7.77633590E+03
 3.79367470E-02,  2.47390370E-01,  4.22621260E-02, -5.66665620E+03, -6.97411280E+03
 3.78024580E-02,  2.47997730E-01,  4.21693180E-02, -5.64692870E+03, -6.34370950E+03
 3.77169030E-02,  2.48379280E-01,  4.21107000E-02, -5.54389110E+03, -6.00734620E+03
 3.76630760E-02,  2.48619150E-01,  4.20739280E-02, -5.38391800E+03, -5.60358640E+03
 3.76292210E-02,  2.48769950E-01,  4.20508420E-02, -5.15176070E+03, -5.30636470E+03
 3.76079310E-02,  2.48864760E-01,  4.20363430E-02, -4.85283110E+03, -5.06614790E+03
 3.75945420E-02,  2.48924360E-01,  4.20272310E-02, -4.48597510E+03, -4.80437060E+03
 3.75861260E-02,  2.48961840E-01,  4.20215060E-02, -4.03279640E+03, -4.49101070E+03
 3.75808330E-02,  2.48985390E-01,  4.20179070E-02, -3.48833960E+03, -4.14539700E+03
 3.75775060E-02,  2.49000210E-01,  4.20156420E-02, -2.82840480E+03, -3.73060330E+03
 3.75754160E-02,  2.49009500E-01,  4.20142230E-02, -1.92964090E+03, -3.27408500E+03
 3.75740980E-02,  2.49015360E-01,  4.20133250E-02,  7.89022220E+02, -2.11907860E+03
 2.19123440E-02,  1.15496550E-01,  8.50970070E-02,  1.66317610E+02, -5.26945500E+02
 2.19157150E-02,  1.15501100E-01,  8.50960980E-02,  1.66280530E+02, -5.26971980E+02
 2.19210570E-02,  1.15508300E-01,  8.50946680E-02,  1.66247040E+02, -5.26893010E+02
 2.19295300E-02,  1.15519730E-01,  8.50923880E-02,  1.66118760E+02, -5.26817930E+02
