[Name]
Export Surface 1

[Parameters]
Ncompt = 1
Nnodes = 23585
Rotation Axis From = 0.00000000 [m], 0.00000000 [m], 0.00000000 [m]
Rotation Axis To   = 0.00000000 [m], 0.00000000 [m], 1.00000000 [m]
Rotating Speed     = 1679.99817 [s^-1 rad]
Frequency          = 534.760010 [Hz]
Engine Order       = 2

[Spatial Fields]
x, y, z

[Data]
x [ m ], y [ m ], z [ m ], Real Pressure [ kg m^-1 s^-2 ], Imaginary Pressure [ kg m^-1 s^-2 ]
 1.73444770E-02,  1.58093150E-01,  3.21265680E-02, -1.70216050E+03, -1.91440940E+03
 1.72231160E-02,  1.59929720E-01,  3.19314300E-02, -1.83300220E+03, -1.92332150E+03
 1.70821920E-02,  1.61777700E-01,  3.16969080E-02, -1.96492330E+03, -1.90269070E+03
 1.69131120E-02,  1.63638370E-01,  3.14371850E-02, -2.09537740E+03, -1.85187920E+03
 1.67486690E-02,  1.65504230E-01,  3.11987790E-02, -2.21914230E+03, -1.78487590E+03
 1.65893450E-02,  1.67366500E-01,  3.09775020E-02, -2.33422220E+03, -1.70116640E+03
 1.64376980E-02,  1.69219090E-01,  3.07714920E-02, -2.43598510E+03, -1.60086050E+03
 1.62974260E-02,  1.71062450E-01,  3.05801560E-02, -2.52047220E+03, -1.48562850E+03
 1.61593980E-02,  1.72904690E-01,  3.04090100E-02, -2.59092970E+03, -1.35822660E+03
 1.60252730E-02,  1.74749820E-01,  3.02527960E-02, -2.64596220E+03, -1.21606260E+03
 1.59122310E-02,  1.76599990E-01,  3.01186980E-02, -2.68388110E+03, -1.06618880E+03
 1.59264970E-02,  1.78464200E-01,  3.01102880E-02, -2.72818650E+03, -9.84079530E+02
 1.59435790E-02,  1.80330010E-01,  3.01041600E-02, -2.76138310E+03, -8.85633730E+02
 1.59599950E-02,  1.82198930E-01,  3.00989640E-02, -2.78203200E+03, -7.68908510E+02
 1.59772990E-02,  1.84071970E-01,  3.00896070E-02, -2.78584860E+03, -6.30388490E+02
 1.59920660E-02,  1.85945480E-01,  3.00697460E-02, -2.77047660E+03, -4.69420200E+02
 1.59380080E-02,  1.87797780E-01,  2.99938210E-02, -2.71405710E+03, -2.52227620E+02
 1.58787370E-02,  1.89640910E-01,  2.99185160E-02, -2.63555300E+03, -2.39705140E+01
 1.58164520E-02,  1.91485600E-01,  2.98448300E-02, -2.53593650E+03,  2.11740130E+02
 1.57499500E-02,  1.93341000E-01,  2.97709910E-02, -2.41459160E+03,  4.52477450E+02
 1.56815090E-02,  1.95201740E-01,  2.96994730E-02, -2.27590280E+03,  6.91065120E+02
 1.56098630E-02,  1.97063610E-01,  2.96363660E-02, -2.12181400E+03,  9.21418760E+02
 1.55408030E-02,  1.98921590E-01,  2.95787840E-02, -1.95233540E+03,  1.13847030E+03
 1.54613910E-02,  2.00787980E-01,  2.95180010E-02, -1.76179260E+03,  1.33384050E+03
 1.53849070E-02,  2.02654870E-01,  2.94659880E-02, -1.55098790E+03,  1.49233860E+03
 1.53138430E-02,  2.04516650E-01,  2.94259510E-02, -1.32925460E+03,  1.60593090E+03
 1.52485790E-02,  2.06379040E-01,  2.93994860E-02, -1.10200050E+03,  1.67133260E+03
 1.51946250E-02,  2.08242160E-01,  2.93783430E-02, -8.82793880E+02,  1.68762020E+03
 1.51587450E-02,  2.10102300E-01,  2.93771590E-02, -6.90316530E+02,  1.67136600E+03
 1.51780090E-02,  2.11959990E-01,  2.94220910E-02, -5.63882320E+02,  1.64882200E+03
 1.52034860E-02,  2.13817000E-01,  2.94759630E-02, -4.77591490E+02,  1.62434530E+03
 1.52348400E-02,  2.15673250E-01,  2.95366830E-02, -4.25875850E+02,  1.60469530E+03
 1.52714590E-02,  2.17529890E-01,  2.96020750E-02, -3.92587190E+02,  1.58758700E+03
 1.53136090E-02,  2.19386940E-01,  2.96689120E-02, -3.56999240E+02,  1.55937980E+03
 1.53589710E-02,  2.21238870E-01,  2.97355480E-02, -2.96558840E+02,  1.50427920E+03
 1.54049610E-02,  2.23088190E-01,  2.98033260E-02, -1.88098720E+02,  1.40883030E+03
 1.54718370E-02,  2.24944170E-01,  2.98862790E-02, -4.69118800E+01,  1.28346330E+03
 1.55410000E-02,  2.26800770E-01,  2.99733130E-02,  1.24957870E+02,  1.13000960E+03
 1.56053230E-02,  2.28658260E-01,  3.00610310E-02,  3.18841980E+02,  9.59513240E+02
 1.56625570E-02,  2.30516700E-01,  3.01487610E-02,  5.10486820E+02,  7.87088620E+02
 1.57096670E-02,  2.32369720E-01,  3.02333440E-02,  6.91763980E+02,  6.28952330E+02
 1.57475750E-02,  2.34215750E-01,  3.03179790E-02,  8.68602050E+02,  5.00194090E+02
 1.57786330E-02,  2.36077310E-01,  3.04049610E-02,  1.04776340E+03,  4.07338260E+02
 1.57989100E-02,  2.37945680E-01,  3.04919610E-02,  1.22462330E+03,  3.50459720E+02
 1.58079680E-02,  2.39814650E-01,  3.05787660E-02,  1.40019950E+03,  3.37992100E+02
 1.58041100E-02,  2.41684180E-01,  3.06647250E-02,  1.58715760E+03,  3.47018280E+02
 1.57856490E-02,  2.43546140E-01,  3.07544990E-02,  1.78295280E+03,  3.56243040E+02
 1.57286360E-02,  2.45431870E-01,  3.08334320E-02,  2.00692630E+03,  3.51018400E+02
 1.56246390E-02,  2.47320190E-01,  3.08948030E-02,  2.28483810E+03,  3.07682560E+02
 1.55065370E-02,  2.49207940E-01,  3.09567660E-02,  2.43899850E+03,  2.38523090E+02
 1.53729350E-02,  2.51094940E-01,  3.10191140E-02,  2.61227170E+03,  6.92983700E+02
 1.53015760E-02,  2.52023520E-01,  3.10501660E-02,  2.75466850E+03,  1.07945960E+03
 1.52551360E-02,  2.52607170E-01,  3.10700130E-02,  2.87850780E+03,  1.35951490E+03
 1.52246690E-02,  2.52974030E-01,  3.10822970E-02,  2.85721970E+03,  1.41656650E+03
 1.52054410E-02,  2.53204670E-01,  3.10901630E-02,  2.76668460E+03,  1.47098710E+03
 1.51933240E-02,  2.53349660E-01,  3.10951680E-02,  2.62734990E+03,  1.47876790E+03
 1.51856940E-02,  2.53440830E-01,  3.10983360E-02,  2.43884470E+03,  1.49441560E+03
 1.51808930E-02,  2.53498140E-01,  3.11003360E-02,  2.19117970E+03,  1.54379440E+03
 1.51778740E-02,  2.53534140E-01,  3.11015970E-02,  1.89209510E+03,  1.62791190E+03
 1.51759740E-02,  2.53556790E-01,  3.11023930E-02,  1.51279380E+03,  1.71760580E+03
 1.51747800E-02,  2.53571030E-01,  3.11028920E-02,  1.01535070E+03,  1.90578140E+03
 1.51740290E-02,  2.53579970E-01,  3.11032070E-02,  2.42724580E+02,  2.01762680E+03
 1.51735570E-02,  2.53585610E-01,  3.11034040E-02, -1.82607690E+03,  2.17104520E+03
 1.54725260E-02,  1.03894320E-01,  3.24346240E-02, -5.84370000E+02, -2.83384550E+02
 1.54728660E-02,  1.03900690E-01,  3.24346500E-02, -5.84387630E+02, -2.83498230E+02
 1.54734030E-02,  1.03910780E-01,  3.24346870E-02, -5.84377260E+02, -2.83687590E+02
 1.54742550E-02,  1.03926790E-01,  3.24347500E-02, -5.84396730E+02, -2.83978610E+02
 1.54756070E-02,  1.03952160E-01,  3.24348550E-02, -5.84422910E+02, -2.84428190E+02
 1.54777510E-02,  1.03992410E-01,  3.24350150E-02, -5.84581790E+02, -2.85087070E+02
 1.54811510E-02,  1.04056220E-01,  3.24352760E-02, -5.84852660E+02, -2.86165250E+02
 1.54865410E-02,  1.04157400E-01,  3.24357000E-02, -5.84843870E+02, -2.88386900E+02
 1.54950890E-02,  1.04317840E-01,  3.24363970E-02, -5.84727480E+02, -2.91304870E+02
 1.55086410E-02,  1.04572210E-01,  3.24375590E-02, -5.85876770E+02, -2.95492680E+02
 1.55301260E-02,  1.04975450E-01,  3.24395490E-02, -5.85732300E+02, -3.03826540E+02
 1.55640920E-02,  1.05614390E-01,  3.24428230E-02, -5.87284120E+02, -3.15989260E+02
 1.56178590E-02,  1.06626760E-01,  3.24487840E-02, -5.90125180E+02, -3.34189030E+02
 1.57225410E-02,  1.08605370E-01,  3.24625890E-02, -5.94450200E+02, -3.71735720E+02
 1.58263890E-02,  1.10580910E-01,  3.24789250E-02, -5.96782590E+02, -4.13942170E+02
 1.59309930E-02,  1.12552190E-01,  3.25023230E-02, -5.97659610E+02, -4.60118260E+02
 1.60482040E-02,  1.14508990E-01,  3.25645060E-02, -5.97112850E+02, -5.11511170E+02
 1.61769260E-02,  1.16465460E-01,  3.26313600E-02, -5.95543330E+02, -5.65844420E+02
 1.63162690E-02,  1.18423510E-01,  3.27184610E-02, -5.94391360E+02, -6.22496150E+02
 1.64545310E-02,  1.20382760E-01,  3.28067390E-02, -5.95318120E+02, -6.79955930E+02
 1.65916630E-02,  1.22343700E-01,  3.28957920E-02, -5.98564940E+02, -7.38963200E+02
 1.66861410E-02,  1.24267330E-01,  3.28990930E-02, -6.08396970E+02, -7.92474060E+02
 1.67442040E-02,  1.26164970E-01,  3.28369590E-02, -6.24359070E+02, -8.41503850E+02
 1.68099850E-02,  1.28071160E-01,  3.27665730E-02, -6.43293460E+02, -8.90357540E+02
 1.68688220E-02,  1.29987030E-01,  3.26990630E-02, -6.65803710E+02, -9.39813720E+02
 1.69164130E-02,  1.31908000E-01,  3.26336100E-02, -6.92984010E+02, -9.90239750E+02
 1.69332740E-02,  1.33789320E-01,  3.25417890E-02, -7.26134400E+02, -1.03918310E+03
 1.69234240E-02,  1.35641800E-01,  3.24352720E-02, -7.66268550E+02, -1.08750900E+03
 1.68950020E-02,  1.37502640E-01,  3.23253120E-02, -8.12705570E+02, -1.13699480E+03
 1.69004690E-02,  1.39364330E-01,  3.21853650E-02, -8.66312870E+02, -1.18670470E+03
 1.69133080E-02,  1.41239690E-01,  3.20954430E-02, -9.24153020E+02, -1.24229660E+03
 1.69134550E-02,  1.43122870E-01,  3.20205730E-02, -9.90707030E+02, -1.29842310E+03
 1.68859900E-02,  1.45010840E-01,  3.19368880E-02, -1.06650000E+03, -1.35264070E+03
 1.68292910E-02,  1.46869820E-01,  3.18420310E-02, -1.15229650E+03, -1.40535330E+03
 1.67453510E-02,  1.48726870E-01,  3.17376550E-02, -1.24841960E+03, -1.44985610E+03
 1.67025180E-02,  1.50605510E-01,  3.15652120E-02, -1.34862720E+03, -1.48247280E+03
 1.66289880E-02,  1.52490750E-01,  3.13765330E-02, -1.45547530E+03, -1.50308970E+03
 1.65430400E-02,  1.54343340E-01,  3.11980620E-02, -1.56454650E+03, -1.51272750E+03
 1.64405030E-02,  1.56194120E-01,  3.10199520E-02, -1.67612590E+03, -1.50996330E+03
 1.63253580E-02,  1.58035640E-01,  3.08457500E-02, -1.78780540E+03, -1.49320190E+03
 1.62028110E-02,  1.59882530E-01,  3.06803470E-02, -1.89860000E+03, -1.46262110E+03
 1.60609890E-02,  1.61740050E-01,  3.04747580E-02, -2.00708940E+03, -1.40466090E+03
 1.58896320E-02,  1.63609210E-01,  3.02443490E-02, -2.11089770E+03, -1.31765770E+03
 1.57236290E-02,  1.65483160E-01,  3.00344430E-02, -2.20663600E+03, -1.21842960E+03
 1.55636850E-02,  1.67352770E-01,  2.98409890E-02, -2.29184570E+03, -1.10623180E+03
 1.54126780E-02,  1.69212180E-01,  2.96624170E-02, -2.36146340E+03, -9.82032900E+02
 1.52744090E-02,  1.71062070E-01,  2.94982750E-02, -2.41387770E+03, -8.48557740E+02
 1.51378370E-02,  1.72910820E-01,  2.93552630E-02, -2.45224950E+03, -7.07992430E+02
 1.50066930E-02,  1.74762220E-01,  2.92263370E-02, -2.47420580E+03, -5.57346860E+02
 1.48973120E-02,  1.76618560E-01,  2.91188660E-02, -2.48052370E+03, -4.04168550E+02
 1.49126970E-02,  1.78488870E-01,  2.91328650E-02, -2.49865530E+03, -3.17592130E+02
 1.49315370E-02,  1.80360690E-01,  2.91487610E-02, -2.50379470E+03, -2.19994580E+02
 1.49502920E-02,  1.82235480E-01,  2.91651560E-02, -2.49479220E+03, -1.09841030E+02
 1.49710490E-02,  1.84114220E-01,  2.91763560E-02, -2.46768310E+03,  1.48279540E+01
 1.49895590E-02,  1.85993450E-01,  2.91773470E-02, -2.42102120E+03,  1.54164990E+02
 1.49426510E-02,  1.87849720E-01,  2.91243740E-02, -2.33288130E+03,  3.37930820E+02
 1.48910430E-02,  1.89696300E-01,  2.90714670E-02, -2.22506470E+03,  5.26122990E+02
 1.48368660E-02,  1.91544380E-01,  2.90197430E-02, -2.09964310E+03,  7.16121280E+02
 1.47789820E-02,  1.93402540E-01,  2.89676320E-02, -1.95595020E+03,  9.06042420E+02
 1.47193500E-02,  1.95265710E-01,  2.89177930E-02, -1.79633960E+03,  1.08974650E+03
 1.46569950E-02,  1.97129890E-01,  2.88758330E-02, -1.62076700E+03,  1.26071060E+03
 1.45974290E-02,  1.98989880E-01,  2.88389730E-02, -1.42985170E+03,  1.41096060E+03
 1.45260410E-02,  2.00858850E-01,  2.87972910E-02, -1.21426250E+03,  1.53465530E+03
 1.44578370E-02,  2.02728270E-01,  2.87640260E-02, -9.78772340E+02,  1.61786430E+03
 1.43953360E-02,  2.04592810E-01,  2.87423510E-02, -7.34171390E+02,  1.65949990E+03
 1.43390180E-02,  2.06457820E-01,  2.87339500E-02, -4.87028960E+02,  1.65954700E+03
 1.42943340E-02,  2.08323430E-01,  2.87306160E-02, -2.52358840E+02,  1.62323620E+03
 1.42676640E-02,  2.10185830E-01,  2.87471120E-02, -4.66925510E+01,  1.56965810E+03
 1.42955850E-02,  2.12045460E-01,  2.88085900E-02,  9.10997470E+01,  1.52129300E+03
 1.43300330E-02,  2.13904370E-01,  2.88785990E-02,  1.93045850E+02,  1.47995100E+03
 1.43706600E-02,  2.15762500E-01,  2.89550720E-02,  2.68610720E+02,  1.44564230E+03
 1.44168580E-02,  2.17620910E-01,  2.90358630E-02,  3.39049440E+02,  1.41133030E+03
 1.44688370E-02,  2.19479690E-01,  2.91178150E-02,  4.24412600E+02,  1.35932910E+03
 1.45241410E-02,  2.21333130E-01,  2.91994310E-02,  5.48839110E+02,  1.27369140E+03
 1.45802720E-02,  2.23183810E-01,  2.92818970E-02,  7.23207700E+02,  1.14937710E+03
 1.46584690E-02,  2.25040570E-01,  2.93798890E-02,  9.14121640E+02,  1.00569480E+03
 1.47393160E-02,  2.26897910E-01,  2.94817720E-02,  1.11522560E+03,  8.46511840E+02
 1.48154640E-02,  2.28756160E-01,  2.95840130E-02,  1.31505200E+03,  6.79193540E+02
 1.48846600E-02,  2.30615390E-01,  2.96859130E-02,  1.49258400E+03,  5.21248660E+02
 1.49437140E-02,  2.32469040E-01,  2.97844930E-02,  1.64840720E+03,  3.87847930E+02
 1.49936430E-02,  2.34315950E-01,  2.98827910E-02,  1.79258450E+03,  2.91166810E+02
 1.50369320E-02,  2.36177340E-01,  2.99832580E-02,  1.93434250E+03,  2.35001790E+02
 1.50695770E-02,  2.38045190E-01,  3.00835650E-02,  2.06824510E+03,  2.21021990E+02
 1.50910940E-02,  2.39913690E-01,  3.01835070E-02,  2.20186450E+03,  2.44853450E+02
 1.50997570E-02,  2.41782840E-01,  3.02824620E-02,  2.34434810E+03,  2.71022950E+02
 1.50940770E-02,  2.43644160E-01,  3.03847270E-02,  2.49486280E+03,  2.76464810E+02
 1.50499150E-02,  2.45528010E-01,  3.04757920E-02,  2.66646530E+03,  2.55961120E+02
 1.49579110E-02,  2.47415130E-01,  3.05488440E-02,  2.90804220E+03,  1.97833450E+02
 1.48517630E-02,  2.49301760E-01,  3.06224800E-02,  3.02526390E+03,  1.25696840E+02
 1.47300580E-02,  2.51187740E-01,  3.06965040E-02,  3.16518950E+03,  5.75139950E+02
 1.46645360E-02,  2.52115820E-01,  3.07333130E-02,  3.28358740E+03,  9.34811220E+02
 1.46217630E-02,  2.52699200E-01,  3.07567810E-02,  3.38900660E+03,  1.17382530E+03
 1.45935920E-02,  2.53065880E-01,  3.07713430E-02,  3.34995290E+03,  1.21774930E+03
 1.45758070E-02,  2.53296410E-01,  3.07806410E-02,  3.23311570E+03,  1.23745510E+03
 1.45645980E-02,  2.53441330E-01,  3.07865460E-02,  3.07157890E+03,  1.21995730E+03
 1.45575390E-02,  2.53532440E-01,  3.07902810E-02,  2.86208080E+03,  1.22220720E+03
 1.45530970E-02,  2.53589720E-01,  3.07926390E-02,  2.58783690E+03,  1.26298560E+03
 1.45503020E-02,  2.53625720E-01,  3.07941230E-02,  2.25512770E+03,  1.34386910E+03
 1.45485450E-02,  2.53648340E-01,  3.07950580E-02,  1.83324560E+03,  1.43107260E+03
 1.45474390E-02,  2.53662590E-01,  3.07956470E-02,  1.27796290E+03,  1.60888130E+03
 1.45467450E-02,  2.53671530E-01,  3.07960170E-02,  4.23480160E+02,  1.71210780E+03
 1.45463080E-02,  2.53677160E-01,  3.07962500E-02, -1.86018800E+03,  1.86800600E+03
 1.48094110E-02,  1.03352230E-01,  3.04597360E-02, -5.87691220E+02, -1.55248290E+02
 1.48096980E-02,  1.03358650E-01,  3.04598010E-02, -5.87710940E+02, -1.55316820E+02
 1.48101530E-02,  1.03368830E-01,  3.04599030E-02, -5.87706670E+02, -1.55523090E+02
 1.48108740E-02,  1.03384960E-01,  3.04600670E-02, -5.87752140E+02, -1.55824720E+02
 1.48120180E-02,  1.03410550E-01,  3.04603280E-02, -5.87854550E+02, -1.56226940E+02
 1.48138310E-02,  1.03451130E-01,  3.04607430E-02, -5.88102050E+02, -1.56886580E+02
 1.48167050E-02,  1.03515470E-01,  3.04614030E-02, -5.88415830E+02, -1.58065320E+02
 1.48212610E-02,  1.03617500E-01,  3.04624620E-02, -5.88620970E+02, -1.60183980E+02
 1.48284820E-02,  1.03779260E-01,  3.04641650E-02, -5.89568180E+02, -1.62195010E+02
 1.48399170E-02,  1.04035740E-01,  3.04669290E-02, -5.90764400E+02, -1.67320430E+02
 1.48580190E-02,  1.04442340E-01,  3.04714630E-02, -5.92161620E+02, -1.74168200E+02
 1.48865760E-02,  1.05086610E-01,  3.04788720E-02, -5.96174680E+02, -1.85122990E+02
 1.49316290E-02,  1.06107490E-01,  3.04915160E-02, -6.02048830E+02, -2.01211060E+02
 1.50188510E-02,  1.08102840E-01,  3.05189300E-02, -6.12878780E+02, -2.34321140E+02
 1.51047940E-02,  1.10095250E-01,  3.05495670E-02, -6.22546630E+02, -2.72942780E+02
 1.51912620E-02,  1.12083850E-01,  3.05879120E-02, -6.31469730E+02, -3.15215420E+02
 1.52907830E-02,  1.14060810E-01,  3.06653960E-02, -6.39472410E+02, -3.63241090E+02
 1.53999560E-02,  1.16037670E-01,  3.07488800E-02, -6.46637020E+02, -4.14332670E+02
 1.55187280E-02,  1.18016170E-01,  3.08526470E-02, -6.53193970E+02, -4.69737610E+02
 1.56365730E-02,  1.19995740E-01,  3.09581240E-02, -6.60325810E+02, -5.27865170E+02
 1.57535950E-02,  1.21976860E-01,  3.10649540E-02, -6.69204100E+02, -5.87032900E+02
 1.58300530E-02,  1.23919870E-01,  3.10909970E-02, -6.82226810E+02, -6.42086910E+02
 1.58721920E-02,  1.25836070E-01,  3.10553850E-02, -7.00765500E+02, -6.91610110E+02
 1.59221530E-02,  1.27760510E-01,  3.10119950E-02, -7.22918950E+02, -7.40448850E+02
 1.59653910E-02,  1.29693880E-01,  3.09720470E-02, -7.49130980E+02, -7.88765560E+02
 1.59980730E-02,  1.31631960E-01,  3.09344510E-02, -7.79977970E+02, -8.36568600E+02
 1.60016830E-02,  1.33530390E-01,  3.08719480E-02, -8.16273560E+02, -8.80884030E+02
 1.59798690E-02,  1.35399670E-01,  3.07957140E-02, -8.58069950E+02, -9.22801700E+02
 1.59421360E-02,  1.37276860E-01,  3.07152570E-02, -9.05785770E+02, -9.63619690E+02
 1.59362700E-02,  1.39155550E-01,  3.06065120E-02, -9.59911380E+02, -1.00243170E+03
 1.59396380E-02,  1.41047550E-01,  3.05488240E-02, -1.01873830E+03, -1.04411360E+03
 1.59315500E-02,  1.42947110E-01,  3.05065210E-02, -1.08441350E+03, -1.08372800E+03
 1.58967620E-02,  1.44851270E-01,  3.04553770E-02, -1.15741100E+03, -1.11881520E+03
 1.58325710E-02,  1.46724080E-01,  3.03906310E-02, -1.23914420E+03, -1.14726040E+03
 1.57430690E-02,  1.48597640E-01,  3.03126850E-02, -1.32537570E+03, -1.16398660E+03
 1.56940930E-02,  1.50485440E-01,  3.01684570E-02, -1.41558620E+03, -1.16616030E+03
 1.56147250E-02,  1.52381940E-01,  3.00099330E-02, -1.50899460E+03, -1.15318090E+03
 1.55252410E-02,  1.54246090E-01,  2.98624370E-02, -1.60248850E+03, -1.12918950E+03
 1.54200550E-02,  1.56107920E-01,  2.97149290E-02, -1.69656930E+03, -1.09293320E+03
 1.53032000E-02,  1.57959630E-01,  2.95708740E-02, -1.78924620E+03, -1.04420080E+03
 1.51797780E-02,  1.59816370E-01,  2.94352250E-02, -1.87969950E+03, -9.82910400E+02
 1.50369800E-02,  1.61682960E-01,  2.92590240E-02, -1.96460470E+03, -8.95754580E+02
 1.48637160E-02,  1.63560170E-01,  2.90581490E-02, -2.04190100E+03, -7.81981080E+02
 1.46965740E-02,  1.65441780E-01,  2.88769210E-02, -2.11033890E+03, -6.59189760E+02
 1.45364580E-02,  1.67318250E-01,  2.87114310E-02, -2.16709350E+03, -5.26860290E+02
 1.43866410E-02,  1.69184970E-01,  2.85605170E-02, -2.20761740E+03, -3.86505710E+02
 1.42510590E-02,  1.71043110E-01,  2.84239170E-02, -2.23204930E+03, -2.41427960E+02
 1.41167870E-02,  1.72900050E-01,  2.83092450E-02, -2.24206490E+03, -9.24565280E+01
 1.39894500E-02,  1.74759390E-01,  2.82078180E-02, -2.23724050E+03,  6.11846850E+01
 1.38844680E-02,  1.76623300E-01,  2.81271190E-02, -2.21657520E+03,  2.13970400E+02
 1.39010910E-02,  1.78499120E-01,  2.81631410E-02, -2.21354960E+03,  3.03502960E+02
 1.39217940E-02,  1.80376350E-01,  2.82006860E-02, -2.19590310E+03,  3.98520110E+02
 1.39429830E-02,  1.82256400E-01,  2.82383080E-02, -2.16244190E+03,  5.00507900E+02
 1.39671870E-02,  1.84140280E-01,  2.82698030E-02, -2.11006200E+03,  6.09801880E+02
 1.39895000E-02,  1.86024710E-01,  2.82913450E-02, -2.03743540E+03,  7.26401860E+02
 1.39502230E-02,  1.87886550E-01,  2.82613540E-02, -1.92370180E+03,  8.76006230E+02
 1.39067570E-02,  1.89738180E-01,  2.82308810E-02, -1.79177500E+03,  1.02381670E+03
 1.38611580E-02,  1.91591290E-01,  2.82011610E-02, -1.64444970E+03,  1.16827430E+03
 1.38123530E-02,  1.93453820E-01,  2.81708280E-02, -1.48031430E+03,  1.30804040E+03
 1.37619990E-02,  1.95321050E-01,  2.81427110E-02, -1.30106850E+03,  1.43797050E+03
 1.37093820E-02,  1.97189180E-01,  2.81219690E-02, -1.10510900E+03,  1.55123460E+03
 1.36597500E-02,  1.99052810E-01,  2.81059030E-02, -8.91805180E+02,  1.63746010E+03
 1.35965560E-02,  2.00924550E-01,  2.80831920E-02, -6.50463380E+02,  1.69515950E+03
 1.35367890E-02,  2.02796650E-01,  2.80685440E-02, -3.91220580E+02,  1.71240170E+03
 1.34829990E-02,  2.04664110E-01,  2.80651060E-02, -1.24807100E+02,  1.69344690E+03
 1.34357730E-02,  2.06531880E-01,  2.80746460E-02,  1.40998030E+02,  1.64414540E+03
 1.34004860E-02,  2.08400150E-01,  2.80890300E-02,  3.90516360E+02,  1.57393730E+03
 1.33831850E-02,  2.10264940E-01,  2.81230640E-02,  6.12249940E+02,  1.50012620E+03
 1.34199340E-02,  2.12126570E-01,  2.82009520E-02,  7.69502870E+02,  1.43531970E+03
 1.34635190E-02,  2.13987420E-01,  2.82869640E-02,  8.99877690E+02,  1.37854020E+03
 1.35135820E-02,  2.15847490E-01,  2.83790580E-02,  1.01625810E+03,  1.32499820E+03
 1.35695110E-02,  2.17707770E-01,  2.84751260E-02,  1.14355400E+03,  1.26509700E+03
 1.36314390E-02,  2.19568340E-01,  2.85721250E-02,  1.30449100E+03,  1.17826450E+03
 1.36967980E-02,  2.21423360E-01,  2.86686630E-02,  1.51744430E+03,  1.05308420E+03
 1.37631810E-02,  2.23275470E-01,  2.87657580E-02,  1.77087100E+03,  9.00518800E+02
 1.38525210E-02,  2.25133140E-01,  2.88785360E-02,  2.01271370E+03,  7.43800350E+02
 1.39448100E-02,  2.26991340E-01,  2.89949700E-02,  2.23821530E+03,  5.87739930E+02
 1.40325440E-02,  2.28850450E-01,  2.91114320E-02,  2.43704350E+03,  4.34832340E+02
 1.41134560E-02,  2.30710600E-01,  2.92272140E-02,  2.59702880E+03,  3.04905240E+02
 1.41841940E-02,  2.32564970E-01,  2.93395330E-02,  2.72220260E+03,  2.07320310E+02
 1.42458770E-02,  2.34412880E-01,  2.94512490E-02,  2.82420950E+03,  1.50383380E+02
 1.43015460E-02,  2.36274170E-01,  2.95651950E-02,  2.91624240E+03,  1.34336840E+02
 1.43468280E-02,  2.38141540E-01,  2.96788660E-02,  2.99703560E+03,  1.58391050E+02
 1.43810720E-02,  2.40009640E-01,  2.97920050E-02,  3.08237380E+03,  2.08425690E+02
 1.44025250E-02,  2.41878450E-01,  2.99040150E-02,  3.18078030E+03,  2.44363690E+02
 1.44098890E-02,  2.43739190E-01,  3.00188310E-02,  3.27487620E+03,  2.43556120E+02
 1.43787240E-02,  2.45621220E-01,  3.01220490E-02,  3.38200460E+03,  2.03064790E+02
 1.42986570E-02,  2.47507230E-01,  3.02067030E-02,  3.57738400E+03,  1.28429090E+02
 1.42044090E-02,  2.49392820E-01,  3.02919240E-02,  3.64430030E+03,  4.79197240E+01
 1.40945510E-02,  2.51277830E-01,  3.03775280E-02,  3.74376420E+03,  4.84657780E+02
 1.40348460E-02,  2.52205490E-01,  3.04200440E-02,  3.83933250E+03,  8.18861820E+02
 1.39957210E-02,  2.52788570E-01,  3.04471010E-02,  3.91140230E+03,  1.02936410E+03
 1.39698400E-02,  2.53155110E-01,  3.04639190E-02,  3.87290260E+03,  1.06146700E+03
 1.39534940E-02,  2.53385510E-01,  3.04746390E-02,  3.73416630E+03,  1.04979710E+03
 1.39431890E-02,  2.53530380E-01,  3.04814350E-02,  3.55111330E+03,  1.00224130E+03
 1.39366980E-02,  2.53621430E-01,  3.04857320E-02,  3.32284280E+03,  9.84041990E+02
 1.39326130E-02,  2.53678680E-01,  3.04884430E-02,  3.02685820E+03,  1.00913130E+03
 1.39300430E-02,  2.53714680E-01,  3.04901490E-02,  2.66933060E+03,  1.08184530E+03
 1.39284270E-02,  2.53737300E-01,  3.04912240E-02,  2.21605100E+03,  1.16728660E+03
 1.39274100E-02,  2.53751520E-01,  3.04919000E-02,  1.61686120E+03,  1.34131630E+03
 1.39267710E-02,  2.53760460E-01,  3.04923260E-02,  6.94609310E+02,  1.44852190E+03
 1.39263700E-02,  2.53766090E-01,  3.04925930E-02, -1.83458150E+03,  1.61256480E+03
 1.41176460E-02,  1.02811020E-01,  2.84854550E-02, -5.79688660E+02, -3.75551990E+01
 1.41178850E-02,  1.02817490E-01,  2.84855610E-02, -5.79709470E+02, -3.75969160E+01
 1.41182630E-02,  1.02827740E-01,  2.84857270E-02, -5.79735600E+02, -3.77999690E+01
 1.41188620E-02,  1.02844010E-01,  2.84859890E-02, -5.79804630E+02, -3.80446590E+01
 1.41198130E-02,  1.02869790E-01,  2.84864080E-02, -5.79935610E+02, -3.84317470E+01
 1.41213200E-02,  1.02910680E-01,  2.84870710E-02, -5.80241580E+02, -3.90186880E+01
 1.41237070E-02,  1.02975520E-01,  2.84881310E-02, -5.80639830E+02, -4.01413690E+01
