Frequency (Hz)	flute (0.00s - 3.54s) PSD (dB/Hz)
12591.54	0.80
12594.23	3.23
12596.92	2.84
12599.62	3.02
12602.31	3.99
12605.00	4.36
12607.69	4.13
12610.38	4.15
12613.07	2.83
12615.77	2.82
12618.46	2.31
12621.15	2.27
12623.84	3.06
12626.53	2.79
12629.22	2.57
12631.92	3.58
12634.61	4.66
12637.30	3.95
12639.99	1.42
12642.68	0.13
12645.37	0.07
12648.07	2.07
12650.76	2.36
12653.45	1.26
12656.14	1.69
12658.83	1.83
12661.52	2.39
12664.22	3.24
12666.91	3.16
12669.60	2.13
12672.29	2.55
12674.98	1.37
12677.67	2.13
12680.36	3.00
12683.06	3.89
12685.75	4.16
12688.44	2.22
12691.13	1.57
12693.82	3.81
12696.51	5.37
12699.21	4.87
12701.90	2.35
12704.59	0.97
12707.28	3.03
12709.97	4.37
12712.66	3.38
12715.36	2.97
12718.05	3.38
12720.74	5.79
12723.43	4.50
12726.12	3.46
12728.81	4.44
12731.51	4.30
12734.20	3.10
12736.89	3.16
12739.58	4.46
12742.27	4.64
12744.96	3.86
12747.66	3.71
12750.35	2.97
12753.04	3.14
12755.73	2.81
12758.42	2.06
12761.11	3.44
12763.81	3.73
12766.50	3.52
12769.19	4.46
12771.88	2.72
12774.57	0.53
12777.26	1.79
12779.96	2.10
12782.65	2.10
12785.34	3.01
12788.03	2.87
12790.72	0.46
12793.41	1.14
12796.11	1.26
12798.80	1.89
12801.49	2.60
12804.18	1.13
12806.87	1.49
12809.56	1.38
12812.26	2.65
12814.95	2.86
12817.64	2.54
12820.33	1.75
12823.02	0.23
12825.71	1.32
12828.41	2.81
12831.10	3.77
12833.79	1.58
12836.48	1.95
12839.17	2.05
12841.86	1.59
12844.56	1.98
12847.25	2.81
12849.94	1.81
12852.63	1.58
12855.32	0.29
12858.01	0.31
12860.71	2.09
12863.40	3.80
12866.09	2.09
12868.78	0.36
12871.47	2.42
12874.16	3.37
12876.86	3.43
12879.55	2.38
12882.24	3.08
12884.93	3.77
12887.62	3.19
12890.31	3.98
12893.01	4.14
12895.70	1.88
12898.39	2.64
12901.08	2.74
12903.77	0.74
12906.46	0.53
12909.16	0.72
12911.85	1.43
12914.54	2.78
12917.23	1.89
12919.92	0.47
12922.61	1.04
12925.31	1.77
12928.00	0.76
12930.69	-0.26
12933.38	-0.51
12936.07	0.49
12938.76	0.66
12941.46	1.41
12944.15	2.48
12946.84	2.79
12949.53	-0.08
12952.22	-0.13
12954.91	3.77
12957.60	1.79
12960.30	1.63
12962.99	1.18
12965.68	0.17
12968.37	-0.15
12971.06	1.73
12973.75	1.33
12976.45	-0.64
12979.14	0.61
12981.83	1.89
12984.52	1.97
12987.21	1.04
12989.90	-0.08
12992.60	-0.28
12995.29	-0.28
12997.98	-2.37
13000.67	-0.85
13003.36	0.92
13006.05	1.73
13008.75	2.96
13011.44	0.51
13014.13	-1.69
13016.82	-1.34
13019.51	-1.74
13022.20	-0.24
13024.90	1.28
13027.59	1.07
13030.28	1.77
13032.97	1.02
13035.66	-0.52
13038.35	-0.24
13041.05	-1.18
13043.74	0.69
13046.43	0.36
13049.12	1.52
13051.81	0.96
13054.50	0.29
13057.20	-0.02
13059.89	0.12
13062.58	1.37
13065.27	0.34
13067.96	0.03
13070.65	-0.81
13073.35	0.14
13076.04	0.32
13078.73	-0.07
13081.42	0.81
13084.11	2.98
13086.80	1.46
13089.50	-1.16
13092.19	-0.84
13094.88	-0.09
13097.57	1.52
13100.26	2.70
13102.95	2.47
13105.65	1.16
13108.34	1.29
13111.03	-0.05
13113.72	-0.44
13116.41	-0.19
13119.10	-0.91
13121.80	-0.55
13124.49	1.33
13127.18	1.91
13129.87	1.33
13132.56	-0.69
13135.25	-1.39
13137.95	-0.12
13140.64	-0.06
13143.33	-1.19
13146.02	0.35
13148.71	-0.28
13151.40	-1.93
13154.10	-0.72
13156.79	-0.55
13159.48	-2.17
13162.17	-1.87
13164.86	-1.37
13167.55	-0.56
13170.25	0.55
13172.94	-0.51
13175.63	-1.62
13178.32	-2.30
13181.01	-2.83
13183.70	-2.15
13186.40	-2.51
13189.09	-3.29
13191.78	-4.91
13194.47	-3.76
13197.16	-3.21
13199.85	-3.23
13202.55	-2.01
13205.24	-0.45
13207.93	-0.58
13210.62	-1.36
13213.31	-0.99
13216.00	-2.98
13218.70	-1.12
13221.39	-1.46
13224.08	-1.35
13226.77	-0.55
13229.46	-1.10
13232.15	-2.71
13234.84	-3.44
13237.54	-3.46
13240.23	-2.41
13242.92	-1.08
13245.61	0.31
13248.30	-1.15
13250.99	-4.02
13253.69	-4.50
13256.38	-2.06
13259.07	-1.93
13261.76	-2.42
13264.45	-1.61
13267.14	-4.25
13269.84	-2.32
13272.53	-1.83
13275.22	-2.88
13277.91	-2.29
13280.60	-1.78
13283.29	-1.81
13285.99	-2.09
13288.68	-3.48
13291.37	-2.58
13294.06	-1.59
13296.75	-2.49
13299.44	-2.36
13302.14	-2.57
13304.83	-1.20
13307.52	-1.41
13310.21	-2.70
13312.90	-1.54
13315.59	-1.68
13318.29	-1.83
13320.98	-3.04
13323.67	-3.13
13326.36	-5.02
13329.05	-2.29
13331.74	-2.99
13334.44	-3.88
13337.13	-2.19
13339.82	-3.80
13342.51	-3.60
13345.20	-1.83
13347.89	-2.40
13350.59	-3.19
13353.28	-4.49
13355.97	-5.08
13358.66	-2.47
13361.35	-2.01
13364.04	-3.35
13366.74	-2.62
13369.43	-2.27
13372.12	-3.11
13374.81	-4.18
13377.50	-5.05
13380.19	-4.24
13382.89	-2.94
13385.58	-4.80
13388.27	-7.01
13390.96	-3.80
13393.65	-3.71
13396.34	-5.26
13399.04	-5.20
13401.73	-5.46
13404.42	-5.62
13407.11	-4.67
13409.80	-7.09
13412.49	-8.27
13415.19	-5.47
13417.88	-4.09
13420.57	-5.22
13423.26	-2.93
13425.95	-4.82
13428.64	-6.13
13431.34	-5.22
13434.03	-4.87
13436.72	-4.78
13439.41	-4.55
13442.10	-4.13
13444.79	-3.11
13447.49	-2.25
13450.18	-2.68
13452.87	-3.06
13455.56	-5.46
13458.25	-4.51
13460.94	-2.81
13463.64	-3.24
13466.33	-3.30
13469.02	-2.68
13471.71	-2.25
13474.40	-2.64
13477.09	-3.96
13479.79	-4.92
13482.48	-3.48
13485.17	-3.66
13487.86	-3.11
13490.55	-2.06
13493.24	-3.34
13495.94	-3.19
13498.63	-3.49
13501.32	-2.70
13504.01	-2.97
13506.70	-2.89
13509.39	-2.60
13512.08	-3.61
13514.78	-2.89
13517.47	-3.46
13520.16	-4.78
13522.85	-4.03
13525.54	-4.17
13528.23	-5.33
13530.93	-3.43
13533.62	-2.09
13536.31	-3.65
13539.00	-4.52
13541.69	-4.69
13544.38	-3.33
13547.08	-3.57
13549.77	-3.67
13552.46	-2.75
13555.15	-3.14
13557.84	-2.97
13560.53	-4.27
13563.23	-5.20
13565.92	-6.02
13568.61	-6.12
13571.30	-6.32
13573.99	-4.61
13576.68	-4.31
13579.38	-4.50
13582.07	-5.53
13584.76	-6.60
13587.45	-7.92
13590.14	-7.29
13592.83	-7.22
13595.53	-5.80
13598.22	-5.15
13600.91	-5.52
13603.60	-6.38
13606.29	-5.20
13608.98	-5.32
13611.68	-7.45
13614.37	-6.53
13617.06	-5.52
13619.75	-7.16
13622.44	-4.28
13625.13	-4.68
13627.83	-5.74
13630.52	-5.88
13633.21	-6.55
13635.90	-6.04
13638.59	-5.39
13641.28	-7.57
13643.98	-9.03
13646.67	-5.59
13649.36	-4.96
13652.05	-5.75
13654.74	-6.31
13657.43	-6.34
13660.13	-5.45
13662.82	-5.52
13665.51	-4.58
13668.20	-5.36
13670.89	-6.24
13673.58	-4.73
13676.28	-3.03
13678.97	-2.02
13681.66	-2.16
13684.35	-1.74
13687.04	-2.92
13689.73	-3.09
13692.43	-3.88
13695.12	-3.96
13697.81	-2.55
13700.50	-1.21
13703.19	-2.67
13705.88	-5.13
13708.58	-5.42
13711.27	-2.55
13713.96	-1.89
13716.65	-1.77
13719.34	-2.08
13722.03	-1.53
13724.73	-2.54
13727.42	-2.18
13730.11	-4.51
13732.80	-6.06
13735.49	-5.76
13738.18	-5.19
13740.88	-4.04
13743.57	-3.49
13746.26	-4.06
13748.95	-4.45
13751.64	-1.97
13754.33	-1.49
13757.03	-1.63
13759.72	-1.88
13762.41	-3.93
13765.10	-4.53
13767.79	-3.69
13770.48	-2.09
13773.18	-3.12
13775.87	-4.61
13778.56	-5.03
13781.25	-5.38
13783.94	-6.10
13786.63	-4.39
13789.32	-3.77
13792.02	-2.55
13794.71	-2.84
13797.40	-3.02
13800.09	-3.11
13802.78	-4.96
13805.47	-6.34
13808.17	-4.56
13810.86	-4.99
13813.55	-4.94
13816.24	-3.18
13818.93	-2.43
13821.62	-6.59
13824.32	-8.28
13827.01	-7.00
13829.70	-5.12
13832.39	-5.79
13835.08	-6.16
13837.77	-5.18
13840.47	-4.91
13843.16	-4.98
13845.85	-5.71
13848.54	-5.63
13851.23	-6.23
13853.92	-5.48
13856.62	-4.82
13859.31	-5.52
13862.00	-5.91
13864.69	-5.33
13867.38	-4.01
13870.07	-4.50
13872.77	-4.86
13875.46	-4.39
13878.15	-3.41
13880.84	-3.91
13883.53	-5.45
13886.22	-3.56
13888.92	-2.01
13891.61	-3.70
13894.30	-3.60
13896.99	-3.80
13899.68	-4.77
13902.37	-5.18
13905.07	-6.23
13907.76	-7.01
13910.45	-4.79
13913.14	-1.74
13915.83	-2.93
13918.52	-5.62
13921.22	-4.64
13923.91	-2.30
13926.60	-1.84
13929.29	-3.50
13931.98	-4.60
13934.67	-4.12
13937.37	-4.84
13940.06	-5.07
13942.75	-3.92
13945.44	-3.44
13948.13	-2.84
13950.82	-2.98
13953.52	-4.75
13956.21	-4.96
13958.90	-3.90
13961.59	-3.14
13964.28	-1.16
13966.97	-2.37
13969.67	-2.71
13972.36	-4.14
13975.05	-3.79
13977.74	-4.62
13980.43	-6.23
13983.12	-6.83
13985.82	-5.28
13988.51	-4.22
13991.20	-5.01
13993.89	-4.27
13996.58	-3.87
13999.27	-4.88
14001.97	-5.56
14004.66	-5.41
14007.35	-5.60
14010.04	-6.17
14012.73	-5.79
14015.42	-6.41
14018.12	-5.95
14020.81	-4.43
14023.50	-3.18
14026.19	-4.74
14028.88	-5.88
14031.57	-6.10
14034.27	-4.27
14036.96	-5.79
14039.65	-6.96
14042.34	-5.99
14045.03	-4.55
14047.72	-2.85
14050.42	-2.81
14053.11	-3.15
14055.80	-3.13
14058.49	-5.10
14061.18	-4.34
14063.87	-3.85
14066.56	-5.44
14069.26	-4.16
14071.95	-1.71
14074.64	-3.14
14077.33	-3.04
14080.02	-3.08
14082.71	-2.84
14085.41	-2.79
14088.10	-3.70
14090.79	-2.56
14093.48	-2.69
14096.17	-3.58
14098.86	-3.44
14101.56	-4.44
14104.25	-3.89
14106.94	-2.60
14109.63	-1.03
14112.32	-1.20
14115.01	-3.60
14117.71	-3.77
14120.40	-4.39
14123.09	-4.47
14125.78	-2.62
14128.47	-0.80
14131.16	-0.66
14133.86	-4.06
14136.55	-5.49
14139.24	-3.72
14141.93	-4.72
14144.62	-4.51
14147.31	-2.57
14150.01	-1.45
14152.70	-2.68
14155.39	-4.98
14158.08	-6.29
14160.77	-3.53
14163.46	-2.86
14166.16	-3.56
14168.85	-5.01
14171.54	-6.20
14174.23	-4.64
14176.92	-4.14
14179.61	-4.31
14182.31	-4.43
14185.00	-4.43
14187.69	-3.26
14190.38	-4.43
14193.07	-3.71
14195.76	-6.52
14198.46	-5.97
14201.15	-4.38
14203.84	-3.53
14206.53	-3.99
14209.22	-4.16
14211.91	-5.47
14214.61	-5.64
14217.30	-5.38
14219.99	-5.48
14222.68	-5.17
14225.37	-3.90
14228.06	-5.82
14230.76	-6.41
14233.45	-5.59
14236.14	-4.46
14238.83	-5.57
14241.52	-5.42
14244.21	-4.66
14246.91	-4.56
14249.60	-6.41
14252.29	-5.76
14254.98	-7.09
14257.67	-7.31
14260.36	-6.84
14263.06	-8.23
14265.75	-6.22
14268.44	-6.01
14271.13	-7.98
14273.82	-8.08
14276.51	-7.55
14279.21	-7.59
14281.90	-7.64
14284.59	-7.45
14287.28	-6.03
14289.97	-6.97
14292.66	-7.53
14295.36	-8.13
14298.05	-7.88
14300.74	-9.48
14303.43	-8.02
14306.12	-8.65
14308.81	-7.75
14311.51	-8.04
14314.20	-7.29
14316.89	-7.29
14319.58	-9.84
14322.27	-9.15
14324.96	-7.85
14327.66	-5.65
14330.35	-4.08
14333.04	-6.81
14335.73	-6.37
14338.42	-5.80
14341.11	-6.24
14343.80	-6.55
14346.50	-8.79
14349.19	-8.73
14351.88	-5.98
14354.57	-5.15
14357.26	-4.76
14359.95	-4.31
14362.65	-5.22
14365.34	-5.66
14368.03	-2.84
14370.72	-3.83
14373.41	-4.31
14376.10	-4.01
14378.80	-3.84
14381.49	-6.15
14384.18	-6.53
14386.87	-6.29
14389.56	-4.49
14392.25	-3.24
14394.95	-3.39
14397.64	-3.06
14400.33	-4.33
14403.02	-5.88
14405.71	-5.35
14408.40	-7.00
14411.10	-7.50
14413.79	-6.77
14416.48	-5.62
14419.17	-5.05
14421.86	-6.28
14424.55	-5.93
14427.25	-7.63
14429.94	-7.34
14432.63	-6.39
14435.32	-5.51
14438.01	-4.92
14440.70	-5.50
14443.40	-6.05
14446.09	-6.44
14448.78	-5.71
14451.47	-4.43
14454.16	-4.33
14456.85	-6.17
14459.55	-6.85
14462.24	-6.40
14464.93	-7.18
14467.62	-7.31
14470.31	-7.30
14473.00	-6.10
14475.70	-5.18
14478.39	-6.43
14481.08	-6.32
14483.77	-8.48
14486.46	-5.70
14489.15	-4.42
14491.85	-5.23
14494.54	-6.11
14497.23	-5.85
14499.92	-5.43
14502.61	-4.01
14505.30	-5.18
14508.00	-4.87
14510.69	-6.05
14513.38	-6.54
14516.07	-5.57
14518.76	-5.09
14521.45	-4.41
14524.15	-5.67
14526.84	-6.57
14529.53	-7.45
14532.22	-8.06
14534.91	-6.31
14537.60	-5.39
14540.30	-5.13
14542.99	-5.21
14545.68	-6.50
14548.37	-6.55
14551.06	-7.06
14553.75	-5.90
14556.45	-6.53
14559.14	-7.54
14561.83	-6.30
14564.52	-6.13
14567.21	-7.40
14569.90	-10.25
14572.60	-8.13
14575.29	-7.15
14577.98	-8.76
14580.67	-9.08
14583.36	-8.42
14586.05	-8.10
14588.75	-6.55
14591.44	-7.56
14594.13	-7.63
14596.82	-6.08
14599.51	-5.44
14602.20	-6.22
14604.90	-7.45
14607.59	-8.66
14610.28	-11.19
14612.97	-10.59
14615.66	-8.82
14618.35	-9.08
14621.04	-10.55
14623.74	-10.79
14626.43	-10.63
14629.12	-9.76
14631.81	-7.88
14634.50	-6.51
14637.19	-7.56
14639.89	-8.18
14642.58	-9.29
14645.27	-8.67
14647.96	-8.11
14650.65	-7.30
14653.34	-6.58
14656.04	-7.72
14658.73	-7.63
14661.42	-6.54
14664.11	-4.98
14666.80	-7.04
14669.49	-8.49
14672.19	-8.67
14674.88	-5.80
14677.57	-6.50
14680.26	-9.67
14682.95	-7.64
14685.64	-6.13
14688.34	-7.59
14691.03	-5.81
14693.72	-5.36
14696.41	-6.97
14699.10	-6.62
14701.79	-6.25
14704.49	-6.48
14707.18	-5.25
14709.87	-6.27
14712.56	-7.29
14715.25	-6.66
14717.94	-4.77
14720.64	-6.28
14723.33	-5.76
14726.02	-6.35
14728.71	-7.85
14731.40	-7.44
14734.09	-5.97
14736.79	-2.79
14739.48	-3.50
14742.17	-6.13
14744.86	-5.19
14747.55	-5.06
14750.24	-7.56
14752.94	-7.02
14755.63	-6.76
14758.32	-5.93
14761.01	-4.58
14763.70	-4.42
14766.39	-5.49
14769.09	-5.15
14771.78	-4.75
14774.47	-5.53
14777.16	-6.49
14779.85	-5.91
14782.54	-5.02
14785.24	-4.69
14787.93	-6.35
14790.62	-6.40
14793.31	-5.98
14796.00	-6.65
14798.69	-7.52
14801.39	-6.46
14804.08	-6.15
14806.77	-4.88
14809.46	-5.72
14812.15	-4.23
14814.84	-4.22
14817.54	-6.16
14820.23	-6.36
14822.92	-6.44
14825.61	-6.42
14828.30	-5.85
14830.99	-5.93
14833.69	-6.96
14836.38	-7.44
14839.07	-6.94
14841.76	-5.43
14844.45	-5.86
14847.14	-7.11
14849.84	-7.14
14852.53	-7.76
14855.22	-7.71
14857.91	-8.12
14860.60	-6.74
14863.29	-6.49
14865.99	-5.50
14868.68	-5.95
14871.37	-5.68
14874.06	-7.03
14876.75	-5.99
14879.44	-7.53
14882.14	-9.28
14884.83	-7.58
14887.52	-7.60
14890.21	-8.16
14892.90	-10.61
14895.59	-9.63
14898.28	-7.35
14900.98	-8.50
14903.67	-8.56
14906.36	-6.69
14909.05	-7.14
14911.74	-8.73
14914.43	-6.39
14917.13	-5.87
14919.82	-7.12
14922.51	-9.09
14925.20	-6.63
14927.89	-6.49
14930.58	-6.53
14933.28	-5.53
14935.97	-5.32
14938.66	-6.18
14941.35	-7.45
14944.04	-7.23
14946.73	-7.80
14949.43	-7.97
14952.12	-7.08
14954.81	-6.59
14957.50	-6.77
14960.19	-8.03
14962.88	-8.07
14965.58	-6.33
14968.27	-9.03
14970.96	-8.05
14973.65	-6.97
14976.34	-5.15
14979.03	-4.59
14981.73	-5.92
14984.42	-7.50
14987.11	-7.46
14989.80	-5.90
14992.49	-5.84
14995.18	-6.53
14997.88	-6.20
15000.57	-5.47
15003.26	-7.03
15005.95	-7.62
15008.64	-8.20
15011.33	-6.47
15014.03	-6.12
15016.72	-6.97
15019.41	-8.29
15022.10	-6.74
15024.79	-6.82
15027.48	-7.34
15030.18	-7.96
15032.87	-7.34
15035.56	-7.10
15038.25	-8.20
15040.94	-7.81
15043.63	-7.06
15046.33	-5.02
15049.02	-6.36
15051.71	-7.88
15054.40	-5.45
15057.09	-7.20
15059.78	-8.96
15062.48	-8.07
15065.17	-7.41
15067.86	-6.28
15070.55	-7.93
15073.24	-9.16
15075.93	-8.28
15078.63	-9.06
15081.32	-9.86
15084.01	-7.94
15086.70	-8.50
15089.39	-9.12
15092.08	-9.21
15094.78	-7.85
15097.47	-5.59
15100.16	-5.95
15102.85	-7.29
15105.54	-9.51
15108.23	-8.38
15110.93	-9.09
15113.62	-9.40
15116.31	-7.49
15119.00	-9.13
15121.69	-11.06
15124.38	-11.02
15127.08	-7.57
15129.77	-5.86
15132.46	-7.78
15135.15	-6.96
15137.84	-5.33
15140.53	-5.59
15143.23	-6.31
15145.92	-5.73
15148.61	-4.94
15151.30	-5.96
15153.99	-7.74
15156.68	-8.09
15159.38	-7.98
15162.07	-7.88
15164.76	-7.72
15167.45	-6.70
15170.14	-6.46
15172.83	-7.00
15175.52	-5.33
15178.22	-5.71
15180.91	-6.18
15183.60	-7.56
15186.29	-7.30
15188.98	-6.67
15191.67	-6.61
15194.37	-5.81
15197.06	-6.79
15199.75	-7.52
15202.44	-6.03
15205.13	-5.25
15207.82	-8.75
15210.52	-8.38
15213.21	-5.54
15215.90	-6.05
15218.59	-7.73
15221.28	-8.18
15223.97	-8.68
15226.67	-6.71
15229.36	-4.28
15232.05	-5.35
15234.74	-7.10
15237.43	-7.47
15240.12	-6.64
15242.82	-5.02
15245.51	-5.10
15248.20	-6.10
15250.89	-6.94
15253.58	-6.30
15256.27	-6.82
15258.97	-6.20
15261.66	-3.77
15264.35	-4.53
15267.04	-6.54
15269.73	-5.94
15272.42	-6.11
15275.12	-5.53
15277.81	-7.13
15280.50	-6.72
15283.19	-6.13
15285.88	-5.91
15288.57	-5.88
15291.27	-6.18
15293.96	-6.96
15296.65	-5.79
15299.34	-6.41
15302.03	-6.13
15304.72	-4.46
15307.42	-5.88
15310.11	-6.37
15312.80	-7.35
15315.49	-6.43
15318.18	-5.01
15320.87	-5.39
15323.57	-6.54
15326.26	-5.45
15328.95	-5.65
15331.64	-4.36
15334.33	-3.99
15337.02	-5.90
15339.72	-6.64
15342.41	-8.31
15345.10	-8.45
15347.79	-6.69
15350.48	-4.70
15353.17	-4.87
15355.87	-4.40
15358.56	-4.24
15361.25	-7.25
15363.94	-4.86
15366.63	-4.32
15369.32	-5.25
15372.02	-7.16
15374.71	-5.60
15377.40	-4.04
15380.09	-4.57
15382.78	-7.50
15385.47	-10.40
15388.17	-7.55
15390.86	-6.47
15393.55	-7.31
15396.24	-7.98
15398.93	-7.10
15401.62	-7.29
15404.32	-8.65
15407.01	-9.20
15409.70	-8.02
15412.39	-6.83
15415.08	-6.69
15417.77	-5.97
15420.47	-6.10
15423.16	-6.57
15425.85	-6.03
15428.54	-5.53
15431.23	-5.38
15433.92	-5.07
15436.61	-5.54
15439.31	-5.19
15442.00	-4.52
15444.69	-5.95
15447.38	-5.69
15450.07	-5.53
15452.76	-7.18
15455.46	-6.42
15458.15	-4.89
15460.84	-4.68
15463.53	-4.97
15466.22	-5.36
15468.91	-5.49
15471.61	-6.19
15474.30	-6.92
15476.99	-4.14
15479.68	-5.12
15482.37	-6.18
15485.06	-5.69
15487.76	-5.99
15490.45	-5.55
15493.14	-3.58
15495.83	-4.04
15498.52	-4.57
15501.21	-3.53
15503.91	-3.89
15506.60	-3.95
15509.29	-4.32
15511.98	-5.52
15514.67	-5.70
15517.36	-4.98
15520.06	-5.30
15522.75	-4.23
15525.44	-4.21
15528.13	-6.81
15530.82	-7.21
15533.51	-6.81
15536.21	-5.19
15538.90	-4.69
15541.59	-5.28
15544.28	-5.01
15546.97	-6.18
15549.66	-6.11
15552.36	-6.62
15555.05	-6.51
15557.74	-6.71
15560.43	-5.50
15563.12	-5.30
15565.81	-4.98
15568.51	-6.20
15571.20	-5.44
15573.89	-6.13
15576.58	-8.36
15579.27	-7.48
15581.96	-6.60
15584.66	-6.46
15587.35	-5.78
15590.04	-5.78
15592.73	-6.73
15595.42	-5.82
15598.11	-5.53
15600.81	-5.96
15603.50	-6.07
15606.19	-7.43
15608.88	-6.76
15611.57	-6.03
15614.26	-6.47
15616.96	-7.12
15619.65	-7.88
15622.34	-8.84
15625.03	-7.54
15627.72	-6.81
15630.41	-7.36
15633.11	-7.51
15635.80	-6.40
15638.49	-5.72
15641.18	-5.15
15643.87	-5.06
15646.56	-6.18
15649.26	-7.91
15651.95	-6.24
15654.64	-5.12
15657.33	-7.12
15660.02	-6.32
15662.71	-6.41
15665.41	-7.91
15668.10	-6.72
15670.79	-8.12
15673.48	-7.05
15676.17	-6.27
15678.86	-7.49
15681.56	-5.08
15684.25	-4.37
15686.94	-5.93
15689.63	-6.96
15692.32	-6.06
15695.01	-5.90
15697.71	-6.02
15700.40	-7.41
15703.09	-8.56
15705.78	-6.87
15708.47	-5.33
15711.16	-4.22
15713.85	-6.58
15716.55	-6.47
15719.24	-5.76
15721.93	-5.13
15724.62	-6.60
15727.31	-6.27
15730.00	-6.40
15732.70	-8.60
15735.39	-8.72
15738.08	-8.40
15740.77	-7.60
15743.46	-7.14
15746.15	-5.41
15748.85	-5.93
15751.54	-6.65
15754.23	-5.99
15756.92	-5.99
15759.61	-5.91
15762.30	-5.22
15765.00	-3.07
15767.69	-4.33
15770.38	-6.65
15773.07	-6.66
15775.76	-6.74
15778.45	-6.49
15781.15	-6.81
15783.84	-6.14
15786.53	-5.44
15789.22	-5.60
15791.91	-5.31
15794.60	-5.77
15797.30	-5.26
15799.99	-5.01
15802.68	-5.70
15805.37	-5.48
15808.06	-7.02
15810.75	-6.31
15813.45	-3.36
15816.14	-4.25
15818.83	-6.44
15821.52	-5.63
15824.21	-5.08
15826.90	-5.65
15829.60	-6.20
15832.29	-7.71
15834.98	-5.70
15837.67	-6.43
15840.36	-8.17
15843.05	-7.15
15845.75	-7.62
15848.44	-7.43
15851.13	-7.30
15853.82	-5.78
15856.51	-5.32
15859.20	-7.84
15861.90	-8.26
15864.59	-7.49
15867.28	-8.87
15869.97	-9.75
15872.66	-8.07
15875.35	-6.82
15878.05	-7.71
15880.74	-6.46
15883.43	-6.03
15886.12	-6.06
15888.81	-7.20
15891.50	-7.09
15894.20	-6.64
15896.89	-7.38
15899.58	-7.61
15902.27	-8.08
15904.96	-9.01
15907.65	-8.53
15910.35	-9.20
15913.04	-7.65
15915.73	-7.99
15918.42	-8.80
15921.11	-7.64
15923.80	-7.78
15926.50	-8.66
15929.19	-8.26
15931.88	-7.93
15934.57	-8.14
15937.26	-10.29
15939.95	-11.79
15942.65	-8.89
15945.34	-7.09
15948.03	-8.89
15950.72	-11.41
15953.41	-10.09
15956.10	-9.32
15958.80	-8.74
15961.49	-7.41
15964.18	-8.11
15966.87	-8.51
15969.56	-8.87
15972.25	-9.36
15974.95	-8.66
15977.64	-10.15
15980.33	-8.18
15983.02	-7.25
15985.71	-9.95
15988.40	-11.68
15991.09	-8.60
15993.79	-7.94
15996.48	-7.58
15999.17	-8.53
16001.86	-10.34
16004.55	-8.80
16007.24	-6.97
16009.94	-7.54
16012.63	-8.88
16015.32	-9.79
16018.01	-10.51
16020.70	-10.17
16023.39	-8.76
16026.09	-8.67
16028.78	-9.77
16031.47	-8.81
16034.16	-8.36
16036.85	-7.71
16039.54	-7.88
16042.24	-8.40
16044.93	-6.95
16047.62	-6.21
16050.31	-5.24
16053.00	-5.20
16055.69	-5.52
16058.39	-5.75
16061.08	-7.10
16063.77	-8.36
16066.46	-7.65
16069.15	-7.93
16071.84	-5.60
16074.54	-6.05
16077.23	-6.91
16079.92	-9.00
16082.61	-9.92
16085.30	-7.72
16087.99	-6.83
16090.69	-6.08
16093.38	-5.03
16096.07	-5.76
16098.76	-5.62
16101.45	-6.74
16104.14	-7.78
16106.84	-7.32
16109.53	-5.92
16112.22	-5.52
16114.91	-4.09
16117.60	-5.73
16120.29	-7.88
16122.99	-6.27
16125.68	-4.15
16128.37	-5.54
16131.06	-7.46
16133.75	-8.18
16136.44	-6.21
16139.14	-5.89
16141.83	-5.32
16144.52	-7.27
16147.21	-8.31
16149.90	-7.29
16152.59	-4.83
16155.29	-3.89
16157.98	-5.45
16160.67	-5.61
16163.36	-5.13
16166.05	-5.21
16168.74	-5.90
16171.44	-7.80
16174.13	-9.05
16176.82	-6.95
16179.51	-5.68
16182.20	-6.44
16184.89	-8.44
16187.59	-6.22
16190.28	-5.56
16192.97	-6.84
16195.66	-7.37
16198.35	-7.17
16201.04	-8.54
16203.74	-7.61
16206.43	-6.86
16209.12	-6.96
16211.81	-8.93
16214.50	-6.93
16217.19	-6.72
16219.89	-8.82
16222.58	-9.51
16225.27	-7.39
16227.96	-5.82
16230.65	-7.27
16233.34	-7.88
16236.04	-7.72
16238.73	-8.35
16241.42	-9.29
16244.11	-8.08
16246.80	-6.48
16249.49	-7.50
16252.19	-8.72
16254.88	-8.96
16257.57	-6.52
16260.26	-6.23
16262.95	-7.32
16265.64	-7.17
16268.33	-7.68
16271.03	-5.06
16273.72	-6.17
16276.41	-7.86
16279.10	-8.12
16281.79	-9.51
16284.48	-9.23
16287.18	-7.46
16289.87	-5.98
16292.56	-8.09
16295.25	-9.92
16297.94	-8.82
16300.63	-8.16
16303.33	-9.41
16306.02	-10.80
16308.71	-12.58
16311.40	-11.69
16314.09	-9.06
16316.78	-8.58
16319.48	-10.40
16322.17	-10.85
16324.86	-9.98
16327.55	-9.06
16330.24	-9.84
16332.93	-7.83
16335.63	-8.18
16338.32	-9.06
16341.01	-9.88
16343.70	-9.22
16346.39	-9.67
16349.08	-10.40
16351.78	-8.76
16354.47	-6.20
16357.16	-6.88
16359.85	-9.08
16362.54	-9.77
16365.23	-9.64
16367.93	-9.79
16370.62	-8.64
16373.31	-9.72
16376.00	-8.66
16378.69	-8.16
16381.38	-8.67
16384.08	-7.91
16386.77	-7.74
16389.46	-9.12
16392.15	-8.30
