[Name]
Export Surface 1

[Parameters]
Ncompt = 1
Nnodes = 9526
Rotation Axis From = 0.00000000 [m], 0.00000000 [m], 0.00000000 [m]
Rotation Axis To   = 0.00000000 [m], 0.00000000 [m], 1.00000000 [m]
Rotating Speed     = 1047.19755 [s^-1 rad]
Frequency          = 401.532061 [Hz]
Nodal Diameter     = 0

[Spatial Fields]
Initial X, Initial Y, Initial Z

[Data]
Initial X [ m ], Initial Y [ m ], Initial Z [ m ], Real Pressure [ kg m^-1 s^-2 ], Imaginary Pressure [ kg m^-1 s^-2 ]
-2.34138368E-002,  1.71710111E-001,  1.10407461E-004, -3.15554797E+002, -1.46592079E+002
-2.36385596E-002,  1.74047151E-001,  1.57955470E-004, -3.19919210E+002, -1.69114505E+002
-2.39052636E-002,  1.77048287E-001,  2.36895599E-004, -3.64838719E+002, -9.32257911E+001
-2.41812830E-002,  1.80898881E-001,  3.75552025E-004, -4.85500734E+002, -2.52237352E+002
-2.45110612E-002,  1.85835503E-001,  5.85510249E-004, -4.96318116E+002, -1.96395514E+002
-2.48994589E-002,  1.92188740E-001,  9.03201289E-004, -6.18987636E+002, -3.02533042E+002
-2.52376113E-002,  1.98543529E-001,  1.27355937E-003, -8.26819096E+002, -5.06020509E+002
-2.55764678E-002,  2.04898738E-001,  1.66507083E-003, -1.02216243E+003, -6.39059186E+002
-2.59238801E-002,  2.11250620E-001,  2.06579856E-003, -1.17286607E+003, -8.55589282E+002
-2.63016334E-002,  2.17599888E-001,  2.45989298E-003, -1.25304443E+003, -1.30180101E+003
-2.67476564E-002,  2.23937520E-001,  2.82153171E-003, -1.44479452E+003, -2.78282395E+003
-2.72219958E-002,  2.30272364E-001,  3.16540249E-003, -1.44253206E+003, -1.55318926E+003
-2.77498443E-002,  2.36601353E-001,  3.48443623E-003, -1.50819986E+003, -1.29980313E+003
-2.82091791E-002,  2.42040813E-001,  3.74954074E-003, -1.62375538E+003, -1.75008492E+003
-2.86040886E-002,  2.46682762E-001,  3.96964157E-003, -1.64291780E+003, -1.79661748E+003
-2.89401383E-002,  2.50630822E-001,  4.15377444E-003, -1.82730706E+003, -2.17113762E+003
-2.92222229E-002,  2.53978499E-001,  4.30785048E-003, -1.79629759E+003, -2.10765173E+003
-2.94587988E-002,  2.56809349E-001,  4.43668183E-003, -1.99425179E+003, -2.99663212E+003
-2.96462006E-002,  2.59198055E-001,  4.54717251E-003, -2.04792992E+003, -2.53216396E+003
-2.97974266E-002,  2.61209160E-001,  4.64092007E-003, -2.18849721E+003, -3.07859249E+003
-2.99234563E-002,  2.62898694E-001,  4.71926488E-003, -2.17408080E+003, -2.23532961E+003
-3.00285868E-002,  2.64315338E-001,  4.78462683E-003, -2.26566125E+003, -2.28151812E+003
-3.01162790E-002,  2.65501205E-001,  4.83909599E-003, -2.22156168E+003, -1.94237172E+003
-3.01893812E-002,  2.66492417E-001,  4.88444876E-003, -2.22206522E+003, -2.07599341E+003
-3.02502675E-002,  2.67319781E-001,  4.92218197E-003, -2.18977165E+003, -1.83266873E+003
-3.03009323E-002,  2.68009529E-001,  4.95355473E-003, -2.10478442E+003, -1.94459280E+003
-3.03430511E-002,  2.68583882E-001,  4.97962167E-003, -2.04803183E+003, -1.86335631E+003
-3.03780340E-002,  2.69061647E-001,  5.00126660E-003, -1.94870980E+003, -1.74528246E+003
-3.04070653E-002,  2.69458673E-001,  5.01922815E-003, -1.83129029E+003, -1.76256920E+003
-3.04311386E-002,  2.69788308E-001,  5.03412400E-003, -1.68645037E+003, -1.66589056E+003
-3.04510862E-002,  2.70061762E-001,  5.04647000E-003, -1.52714591E+003, -1.69776250E+003
-3.04676044E-002,  2.70288438E-001,  5.05669673E-003, -1.36257716E+003, -1.60548398E+003
-3.04812742E-002,  2.70476195E-001,  5.06516285E-003, -1.21367213E+003, -1.52553810E+003
-3.04925803E-002,  2.70631614E-001,  5.07216763E-003, -1.11192732E+003, -1.43194729E+003
-3.05019265E-002,  2.70760180E-001,  5.07796009E-003, -1.04418109E+003, -1.34209444E+003
-3.05096490E-002,  2.70866475E-001,  5.08274782E-003, -1.00188166E+003, -1.17571748E+003
-3.05160268E-002,  2.70954307E-001,  5.08670297E-003, -1.05828555E+003, -1.09459211E+003
-3.05212921E-002,  2.71026850E-001,  5.08996910E-003, -1.35885201E+003, -1.25735084E+003
-3.05256371E-002,  2.71086731E-001,  5.09266462E-003, -1.58578377E+003, -1.19445657E+003
-2.27776545E-002,  1.63420247E-001, -3.07483031E-005, -2.91533735E+002, -1.34821429E+002
-2.27788134E-002,  1.63430187E-001, -3.07555172E-005, -2.91400262E+002, -1.34792457E+002
-2.27802985E-002,  1.63442925E-001, -3.07647056E-005, -2.91946908E+002, -1.34982645E+002
-2.27822012E-002,  1.63459249E-001, -3.07763786E-005, -2.93582728E+002, -1.35500171E+002
-2.27846390E-002,  1.63480170E-001, -3.07911676E-005, -2.95529626E+002, -1.36203787E+002
-2.27877620E-002,  1.63506982E-001, -3.08098352E-005, -2.95178015E+002, -1.36013383E+002
-2.27917622E-002,  1.63541344E-001, -3.08332792E-005, -2.90672496E+002, -1.34171226E+002
-2.27968853E-002,  1.63585380E-001, -3.08625133E-005, -2.79814280E+002, -1.29826179E+002
-2.28034449E-002,  1.63641817E-001, -3.08985967E-005, -2.66744097E+002, -1.24570686E+002
-2.28118415E-002,  1.63714145E-001, -3.09424611E-005, -2.58355326E+002, -1.20880839E+002
-2.28225848E-002,  1.63806841E-001, -3.09945303E-005, -2.60298284E+002, -1.20834193E+002
-2.28363221E-002,  1.63925639E-001, -3.10539237E-005, -2.74201994E+002, -1.25340697E+002
-2.28538551E-002,  1.64077904E-001, -3.10998833E-005, -3.00950563E+002, -1.34963125E+002
-2.28761352E-002,  1.64273073E-001, -3.10457713E-005, -3.37044306E+002, -1.49647597E+002
-2.29043689E-002,  1.64523241E-001, -3.07855922E-005, -3.62031486E+002, -1.59320205E+002
-2.29400302E-002,  1.64843923E-001, -3.01398710E-005, -3.88250065E+002, -1.68873402E+002
-2.29849030E-002,  1.65255014E-001, -2.88071856E-005, -4.00447809E+002, -1.74475322E+002
-2.30411639E-002,  1.65782019E-001, -2.63000820E-005, -3.94744432E+002, -1.70910039E+002
-2.31115670E-002,  1.66457628E-001, -2.18660407E-005, -4.06313015E+002, -1.62747811E+002
-2.31997919E-002,  1.67323708E-001, -1.43916854E-005, -3.90021916E+002, -1.68477724E+002
-2.33108928E-002,  1.68433862E-001, -2.25166621E-006, -3.92599059E+002, -1.57302291E+002
-2.34516424E-002,  1.69856729E-001,  1.69889868E-005, -3.76373963E+002, -1.72406688E+002
-2.36304899E-002,  1.71680245E-001,  4.71664653E-005, -4.34283499E+002, -1.68724581E+002
-2.38555733E-002,  1.74017207E-001,  9.49321784E-005, -4.37637171E+002, -2.18348052E+002
-2.41219233E-002,  1.77018319E-001,  1.74546403E-004, -4.48860796E+002, -1.41761773E+002
-2.44022933E-002,  1.80868695E-001,  3.10999011E-004, -5.85828519E+002, -2.72914934E+002
-2.47356133E-002,  1.85805149E-001,  5.20217943E-004, -6.88713449E+002, -3.56821076E+002
-2.51273444E-002,  1.92158201E-001,  8.38291539E-004, -8.18233228E+002, -4.53563991E+002
-2.54693509E-002,  1.98512984E-001,  1.20602550E-003, -9.64916248E+002, -6.30017534E+002
-2.58114582E-002,  2.04868197E-001,  1.59595228E-003, -1.10636396E+003, -7.58630771E+002
-2.61628560E-002,  2.11220093E-001,  1.99464337E-003, -1.25125596E+003, -9.48499851E+002
-2.65451638E-002,  2.17569388E-001,  2.38602778E-003, -1.37177354E+003, -1.40138607E+003
-2.69968053E-002,  2.23906796E-001,  2.74841410E-003, -1.61472284E+003, -2.56526127E+003
-2.74775765E-002,  2.30241399E-001,  3.09223632E-003, -1.60271884E+003, -1.50483460E+003
-2.80111805E-002,  2.36570099E-001,  3.41149279E-003, -1.81745644E+003, -1.53073176E+003
-2.84754074E-002,  2.42009344E-001,  3.67631122E-003, -1.86487521E+003, -1.83544379E+003
-2.88742127E-002,  2.46651113E-001,  3.89611453E-003, -1.95689485E+003, -2.00085072E+003
-2.92135985E-002,  2.50599014E-001,  4.07999890E-003, -2.12580552E+003, -2.40581590E+003
-2.94984519E-002,  2.53946574E-001,  4.23378800E-003, -2.09144102E+003, -2.74011592E+003
-2.97373281E-002,  2.56777328E-001,  4.36232234E-003, -2.27827556E+003, -4.70840660E+003
-2.99262223E-002,  2.59165960E-001,  4.47262064E-003, -2.30155991E+003, -3.14822143E+003
-3.00784872E-002,  2.61177013E-001,  4.56622585E-003, -2.39044624E+003, -4.19391704E+003
-3.02053735E-002,  2.62866512E-001,  4.64443256E-003, -2.40407921E+003, -2.57343940E+003
-3.03112124E-002,  2.64283126E-001,  4.70966472E-003, -2.43045125E+003, -2.21478405E+003
-3.03994908E-002,  2.65468969E-001,  4.76401525E-003, -2.39377405E+003, -1.95245029E+003
-3.04730784E-002,  2.66460161E-001,  4.80926187E-003, -2.38665187E+003, -1.94520172E+003
-3.05343666E-002,  2.67287508E-001,  4.84690157E-003, -2.32959400E+003, -1.75550509E+003
-3.05853641E-002,  2.67977243E-001,  4.87819291E-003, -2.29588414E+003, -1.83472504E+003
-3.06277582E-002,  2.68551585E-001,  4.90418960E-003, -2.25787204E+003, -1.70424243E+003
-3.06629690E-002,  2.69029340E-001,  4.92577435E-003, -2.18375617E+003, -1.55621390E+003
-3.06921888E-002,  2.69426359E-001,  4.94368464E-003, -2.11809500E+003, -1.51056316E+003
-3.07164180E-002,  2.69755987E-001,  4.95853705E-003, -2.02559736E+003, -1.44557934E+003
-3.07364945E-002,  2.70029436E-001,  4.97084637E-003, -1.91913081E+003, -1.61092599E+003
-3.07531193E-002,  2.70256108E-001,  4.98104225E-003, -1.78218123E+003, -1.63852721E+003
-3.07668770E-002,  2.70443862E-001,  4.98948250E-003, -1.61279016E+003, -1.66115090E+003
-3.07782559E-002,  2.70599277E-001,  4.99646564E-003, -1.43691475E+003, -1.71523000E+003
-3.07876621E-002,  2.70727841E-001,  5.00224005E-003, -1.26292765E+003, -1.74746370E+003
-3.07954342E-002,  2.70834134E-001,  5.00701273E-003, -1.10316327E+003, -1.73851913E+003
-3.08018529E-002,  2.70921964E-001,  5.01095539E-003, -1.02049483E+003, -1.61335818E+003
-3.08071520E-002,  2.70994506E-001,  5.01421114E-003, -1.24730465E+003, -1.49276423E+003
-3.08115248E-002,  2.71054386E-001,  5.01689806E-003, -1.26032973E+003, -9.14786735E+002
-2.29585827E-002,  1.63394927E-001, -6.73843595E-005, -3.33448942E+002, -1.52355313E+002
-2.29597530E-002,  1.63404865E-001, -6.73982489E-005, -3.32998353E+002, -1.52141167E+002
-2.29612526E-002,  1.63417601E-001, -6.74160154E-005, -3.32518997E+002, -1.51690308E+002
-2.29631741E-002,  1.63433924E-001, -6.74387255E-005, -3.34024428E+002, -1.52182845E+002
-2.29656359E-002,  1.63454842E-001, -6.74677318E-005, -3.33605092E+002, -1.51972444E+002
-2.29687899E-002,  1.63481650E-001, -6.75047405E-005, -3.30292619E+002, -1.50605879E+002
-2.29728302E-002,  1.63516006E-001, -6.75518919E-005, -3.22485704E+002, -1.47403119E+002
-2.29780050E-002,  1.63560036E-001, -6.76118481E-005, -3.08779039E+002, -1.41716853E+002
-2.29846319E-002,  1.63616465E-001, -6.76878782E-005, -2.95731844E+002, -1.36178881E+002
-2.29931157E-002,  1.63688782E-001, -6.77839160E-005, -2.97612662E+002, -1.36491182E+002
-2.30039729E-002,  1.63781463E-001, -6.79045348E-005, -3.22963698E+002, -1.45448062E+002
-2.30178597E-002,  1.63900243E-001, -6.80547175E-005, -3.70170064E+002, -1.61877379E+002
-2.30355888E-002,  1.64052483E-001, -6.82215577E-005, -4.24597184E+002, -1.81098817E+002
-2.30581226E-002,  1.64247621E-001, -6.83277186E-005, -4.63496428E+002, -1.97071026E+002
-2.30866834E-002,  1.64497750E-001, -6.82815432E-005, -4.84548169E+002, -2.06404680E+002
-2.31227627E-002,  1.64818383E-001, -6.79235516E-005, -4.93730638E+002, -2.10383350E+002
-2.31681605E-002,  1.65229413E-001, -6.69785447E-005, -4.91421160E+002, -2.08995401E+002
-2.32250581E-002,  1.65756347E-001, -6.49883915E-005, -4.86935352E+002, -2.04656973E+002
-2.32961885E-002,  1.66431879E-001, -6.12201567E-005, -4.74255702E+002, -1.98123088E+002
-2.33851709E-002,  1.67297884E-001, -5.45427082E-005, -4.64524796E+002, -2.01525783E+002
-2.34969608E-002,  1.68407978E-001, -4.32375518E-005, -4.55523662E+002, -1.89550720E+002
-2.36381957E-002,  1.69830811E-001, -2.46626430E-005, -4.23304106E+002, -1.97369893E+002
-2.38170999E-002,  1.71654329E-001,  5.37615511E-006, -5.26202117E+002, -1.97088931E+002
-2.40412683E-002,  1.73991345E-001,  5.39882965E-005, -5.81539684E+002, -2.69804894E+002
-2.43053744E-002,  1.76992602E-001,  1.34931391E-004, -4.89259561E+002, -1.85023321E+002
-2.45895635E-002,  1.80842808E-001,  2.69777196E-004, -6.01238718E+002, -2.67442743E+002
-2.49247166E-002,  1.85779226E-001,  4.79043851E-004, -7.72657459E+002, -4.52663944E+002
-2.53168027E-002,  1.92132289E-001,  7.98526058E-004, -9.39050496E+002, -5.65507848E+002
-2.56611455E-002,  1.98487203E-001,  1.16402167E-003, -1.04536529E+003, -6.86453863E+002
-2.60042061E-002,  2.04842576E-001,  1.55309049E-003, -1.17469259E+003, -8.51156076E+002
-2.63575514E-002,  2.11194626E-001,  1.95049355E-003, -1.26175722E+003, -9.93328242E+002
-2.67429483E-002,  2.17544065E-001,  2.33965348E-003, -1.44159758E+003, -1.49865165E+003
-2.71963581E-002,  2.23881567E-001,  2.70239615E-003, -1.65401548E+003, -2.17079817E+003
-2.76810860E-002,  2.30216247E-001,  3.04399022E-003, -1.67941660E+003, -1.52503808E+003
-2.82170805E-002,  2.36545017E-001,  3.36227488E-003, -1.89810497E+003, -1.64495602E+003
-2.86836982E-002,  2.41984353E-001,  3.62505892E-003, -1.98666338E+003, -1.87484978E+003
-2.90841846E-002,  2.46626217E-001,  3.84319421E-003, -2.08686560E+003, -2.05481396E+003
-2.94247963E-002,  2.50574155E-001,  4.02675605E-003, -2.19823938E+003, -2.33516577E+003
-2.97106405E-002,  2.53921760E-001,  4.18023128E-003, -2.23712960E+003, -2.45023605E+003
-2.99503273E-002,  2.56752551E-001,  4.30852398E-003, -2.36970303E+003, -5.35843602E+003
-3.01395973E-002,  2.59141232E-001,  4.41830811E-003, -2.39677576E+003, -2.91500109E+003
-3.02920107E-002,  2.61152336E-001,  4.51144048E-003, -2.40507957E+003, -4.73590621E+003
-3.04190164E-002,  2.62841878E-001,  4.58932320E-003, -2.47268998E+003, -2.62381218E+003
-3.05249594E-002,  2.64258527E-001,  4.65431829E-003, -2.43480512E+003, -2.09633945E+003
-3.06133291E-002,  2.65444396E-001,  4.70848341E-003, -2.44236127E+003, -2.07546620E+003
-3.06869960E-002,  2.66435611E-001,  4.75357685E-003, -2.39160352E+003, -1.82945138E+003
-3.07483518E-002,  2.67262976E-001,  4.79108528E-003, -2.31550602E+003, -1.82619865E+003
-3.07994065E-002,  2.67952725E-001,  4.82226184E-003, -2.34275182E+003, -1.74889869E+003
-3.08418486E-002,  2.68527080E-001,  4.84815737E-003, -2.27381596E+003, -1.58979768E+003
-3.08770993E-002,  2.69004846E-001,  4.86965301E-003, -2.22238838E+003, -1.50499058E+003
-3.09063521E-002,  2.69401874E-001,  4.88748511E-003, -2.19252460E+003, -1.23625995E+003
-3.09306085E-002,  2.69731510E-001,  4.90226936E-003, -2.13020312E+003, -1.16129786E+003
-3.09507075E-002,  2.70004965E-001,  4.91451968E-003, -2.05916702E+003, -1.25600898E+003
-3.09673508E-002,  2.70231642E-001,  4.92466482E-003, -1.95940819E+003, -1.17339013E+003
-3.09811237E-002,  2.70419401E-001,  4.93306173E-003, -1.85039673E+003, -9.58915400E+002
-3.09925151E-002,  2.70574820E-001,  4.94000803E-003, -1.72550667E+003, -8.56153264E+002
-3.10019315E-002,  2.70703387E-001,  4.94575129E-003, -1.57291483E+003, -7.55791162E+002
-3.10097121E-002,  2.70809683E-001,  4.95049774E-003, -1.39630641E+003, -7.90589099E+002
-3.10161377E-002,  2.70897515E-001,  4.95441839E-003, -1.20756271E+003, -8.40856955E+002
-3.10214424E-002,  2.70970059E-001,  4.95765574E-003, -1.13107250E+003, -8.96689061E+002
-3.10258200E-002,  2.71029940E-001,  4.96032730E-003, -8.93310464E+002, -6.83613183E+002
-2.31119865E-002,  1.63373299E-001, -8.68598223E-005, -3.91058996E+002, -1.77649799E+002
-2.31131661E-002,  1.63383236E-001, -8.68772517E-005, -3.90688142E+002, -1.77533350E+002
-2.31146775E-002,  1.63395971E-001, -8.68995757E-005, -3.91846870E+002, -1.78016997E+002
-2.31166142E-002,  1.63412291E-001, -8.69281636E-005, -3.91819686E+002, -1.77893020E+002
-2.31190958E-002,  1.63433207E-001, -8.69647645E-005, -3.89391276E+002, -1.76730083E+002
-2.31222752E-002,  1.63460012E-001, -8.70116097E-005, -3.83008416E+002, -1.73936683E+002
-2.31263484E-002,  1.63494364E-001, -8.70715410E-005, -3.72680569E+002, -1.69551114E+002
-2.31315661E-002,  1.63538389E-001, -8.71481687E-005, -3.64941628E+002, -1.66323457E+002
-2.31382488E-002,  1.63594810E-001, -8.72460636E-005, -3.74733234E+002, -1.69816889E+002
-2.31468059E-002,  1.63667118E-001, -8.73709804E-005, -4.19395437E+002, -1.86242222E+002
-2.31577598E-002,  1.63759787E-001, -8.75301018E-005, -4.79460561E+002, -2.08036098E+002
-2.31717752E-002,  1.63878551E-001, -8.77322615E-005, -5.33140978E+002, -2.26654990E+002
-2.31896756E-002,  1.64030771E-001, -8.79699803E-005, -5.74600042E+002, -2.40568734E+002
-2.32124335E-002,  1.64225882E-001, -8.81727817E-005, -5.93820721E+002, -2.48372768E+002
-2.32412867E-002,  1.64475976E-001, -8.82601649E-005, -6.02529508E+002, -2.50891010E+002
-2.32777445E-002,  1.64796565E-001, -8.80892688E-005, -5.97154019E+002, -2.50613415E+002
-2.33236217E-002,  1.65207541E-001, -8.74082600E-005, -5.72938527E+002, -2.42165814E+002
-2.33811007E-002,  1.65734412E-001, -8.57871612E-005, -5.82386349E+002, -2.45506845E+002
-2.34528806E-002,  1.66409878E-001, -8.25141724E-005, -5.04898945E+002, -2.27960594E+002
-2.35424933E-002,  1.67275827E-001, -7.64438172E-005, -4.88005211E+002, -2.16935730E+002
-2.36547474E-002,  1.68385891E-001, -6.57658603E-005, -4.78621675E+002, -1.99542776E+002
-2.37960721E-002,  1.69808740E-001, -4.76268265E-005, -4.41562319E+002, -1.92089799E+002
-2.39743538E-002,  1.71632339E-001, -1.74709050E-005, -5.17151712E+002, -2.06570277E+002
-2.41964541E-002,  1.73969535E-001,  3.22272894E-005, -6.75316926E+002, -3.02277972E+002
-2.44566007E-002,  1.76971107E-001,  1.14579324E-004, -4.76617872E+002, -2.37559197E+002
-2.47438085E-002,  1.80821212E-001,  2.48588643E-004, -5.93680677E+002, -2.55865872E+002
-2.50789882E-002,  1.85757752E-001,  4.58434121E-004, -7.69112781E+002, -4.48568703E+002
-2.54685461E-002,  1.92111066E-001,  7.79833096E-004, -9.41598767E+002, -5.55245108E+002
-2.58134509E-002,  1.98466226E-001,  1.14439408E-003, -1.05030471E+003, -6.71440249E+002
-2.61550456E-002,  2.04821914E-001,  1.53373612E-003, -1.18311189E+003, -8.37112424E+002
-2.65080887E-002,  2.11174267E-001,  1.93102686E-003, -1.25045726E+003, -9.32346622E+002
-2.68946145E-002,  2.17523989E-001,  2.31924460E-003, -1.42981990E+003, -1.41246515E+003
-2.73472283E-002,  2.23861812E-001,  2.68280019E-003, -1.61855766E+003, -1.20360150E+003
-2.78346838E-002,  2.30196687E-001,  3.02270209E-003, -1.76940685E+003, -1.62278670E+003
-2.83707289E-002,  2.36525710E-001,  3.34120104E-003, -2.02002699E+003, -1.46669871E+003
-2.88385004E-002,  2.41965236E-001,  3.60273274E-003, -2.01883399E+003, -1.22506533E+003
-2.92395792E-002,  2.46607289E-001,  3.81936516E-003, -2.16711027E+003, -1.49693029E+003
-2.95796364E-002,  2.50555505E-001,  4.00128647E-003, -2.19998893E+003, -1.19873701E+003
-2.98649028E-002,  2.53903355E-001,  4.15346632E-003, -2.31956590E+003, -1.66980958E+003
-3.01039964E-002,  2.56734347E-001,  4.28091592E-003, -2.36228423E+003, -2.54539161E+003
-3.02928144E-002,  2.59123215E-001,  4.38910748E-003, -2.51766539E+003, -1.60083371E+003
-3.04447041E-002,  2.61134495E-001,  4.48067705E-003, -2.37550007E+003, -2.24497405E+003
-3.05711733E-002,  2.62824185E-001,  4.55748592E-003, -2.44030939E+003, -1.77431262E+003
-3.06766365E-002,  2.64240950E-001,  4.62174890E-003, -2.34420205E+003, -8.62488134E+002
-3.07645989E-002,  2.65426913E-001,  4.67541733E-003, -2.36890807E+003, -1.16185858E+003
-3.08379260E-002,  2.66418200E-001,  4.72017794E-003, -2.33027778E+003, -4.83224188E+002
-3.08989988E-002,  2.67245624E-001,  4.75746918E-003, -2.28435759E+003, -5.86904436E+002
-3.09498162E-002,  2.67935420E-001,  4.78851074E-003, -2.28490273E+003, -4.18058010E+001
-3.09920580E-002,  2.68509811E-001,  4.81432933E-003, -2.27477507E+003,  1.16446352E+002
-3.10271387E-002,  2.68987607E-001,  4.83578829E-003, -2.34874387E+003,  3.73983950E+002
-3.10562464E-002,  2.69384659E-001,  4.85361084E-003, -2.33943232E+003,  8.42359622E+002
-3.10803787E-002,  2.69714314E-001,  4.86840293E-003, -2.33448503E+003,  1.04676277E+003
-3.11003717E-002,  2.69987785E-001,  4.88067149E-003, -2.30714669E+003,  1.33897634E+003
-3.11169244E-002,  2.70214475E-001,  4.89084034E-003, -2.24319335E+003,  1.30710574E+003
-3.11306204E-002,  2.70402244E-001,  4.89926312E-003, -2.13660117E+003,  1.44796636E+003
-3.11419464E-002,  2.70557672E-001,  4.90623530E-003, -2.01398383E+003,  1.46196519E+003
-3.11513076E-002,  2.70686245E-001,  4.91200314E-003, -1.88102885E+003,  1.45478081E+003
-3.11590416E-002,  2.70792547E-001,  4.91677215E-003, -1.70257933E+003,  1.32700341E+003
-3.11654281E-002,  2.70880384E-001,  4.92071301E-003, -1.47433202E+003,  9.80862307E+002
-3.11707001E-002,  2.70952931E-001,  4.92396814E-003, -1.20555279E+003,  5.66698364E+002
-3.11750503E-002,  2.71012816E-001,  4.92665517E-003, -7.28705079E+002, -9.47504598E+000
-2.32388027E-002,  1.63355309E-001, -9.09052184E-005, -4.75998909E+002, -2.16792435E+002
-2.32399940E-002,  1.63365244E-001, -9.09222875E-005, -4.75764512E+002, -2.16625035E+002
-2.32415207E-002,  1.63377977E-001, -9.09441672E-005, -4.77292638E+002, -2.16933502E+002
-2.32434772E-002,  1.63394295E-001, -9.09722147E-005, -4.77246310E+002, -2.16848540E+002
-2.32459842E-002,  1.63415207E-001, -9.10081714E-005, -4.72943307E+002, -2.15051448E+002
-2.32491966E-002,  1.63442008E-001, -9.10542724E-005, -4.66569852E+002, -2.12213448E+002
-2.32533127E-002,  1.63476355E-001, -9.11133882E-005, -4.66764964E+002, -2.11523609E+002
-2.32585865E-002,  1.63520374E-001, -9.11892080E-005, -4.90543801E+002, -2.19659626E+002
-2.32653427E-002,  1.63576786E-001, -9.12864786E-005, -5.40530902E+002, -2.38101929E+002
-2.32739970E-002,  1.63649083E-001, -9.14113180E-005, -6.14330376E+002, -2.64815676E+002
