[Name]
Export Surface 1

[Parameters]
Ncompt = 1
Nnodes = 9526
Rotation Axis From = 0.00000000 [m], 0.00000000 [m], 0.00000000 [m]
Rotation Axis To   = 0.00000000 [m], 0.00000000 [m], 1.00000000 [m]
Rotating Speed     = 1047.19755 [s^-1 rad]
Frequency          = 401.532061 [Hz]
Nodal Diameter     = 0

[Spatial Fields]
Initial X, Initial Y, Initial Z

[Data]
Initial X [ m ], Initial Y [ m ], Initial Z [ m ], Real Pressure [ kg m^-1 s^-2 ], Imaginary Pressure [ kg m^-1 s^-2 ]
 5.22512780E-003,  1.67282047E-001,  2.47587578E-002, -2.61683745E+001, -4.03958183E+001
 5.15093936E-003,  1.67961769E-001,  2.47531482E-002, -3.05681126E+001, -4.29620287E+001
 5.06018884E-003,  1.68833593E-001,  2.47441462E-002, -2.27502442E+001, -4.16348969E+001
 4.95096346E-003,  1.69951904E-001,  2.47297102E-002, -9.98436030E+000, -4.53642554E+001
 4.82252512E-003,  1.71386429E-001,  2.47065873E-002, -1.20963824E+001, -4.52448831E+001
 4.67666013E-003,  1.73226411E-001,  2.46695885E-002, -2.35595092E+001, -5.10684890E+001
 4.51999692E-003,  1.75585770E-001,  2.46103313E-002, -3.86597935E+001, -5.39456732E+001
 4.36855453E-003,  1.78592549E-001,  2.45152660E-002, -4.26912678E+001, -5.14308421E+001
 4.23741136E-003,  1.82450125E-001,  2.43713160E-002, -3.59393629E+001, -4.60487092E+001
 4.16782314E-003,  1.87395998E-001,  2.41508911E-002, -2.43894901E+001, -4.74688865E+001
 4.20952307E-003,  1.93744129E-001,  2.38240804E-002, -2.43605582E+001, -5.48526712E+001
 4.34482021E-003,  2.00092506E-001,  2.34913372E-002, -3.93078409E+001, -7.37210346E+001
 4.54696575E-003,  2.06438270E-001,  2.31364533E-002, -5.65862782E+001, -1.06729188E+002
 4.76698017E-003,  2.12783558E-001,  2.27745299E-002, -7.90699547E+001, -2.33967327E+002
 4.96576956E-003,  2.19129172E-001,  2.24101877E-002, -1.13623317E+002, -2.63233182E+002
 5.08071787E-003,  2.25475705E-001,  2.20537382E-002, -6.92513784E+001, -3.56041868E+002
 5.18631741E-003,  2.31822910E-001,  2.17148502E-002, -7.86582587E+001, -3.82175155E+002
 5.17983169E-003,  2.38169804E-001,  2.13674125E-002, -7.26339252E+001, -2.21712436E+002
 5.14908166E-003,  2.43628936E-001,  2.11051300E-002, -1.23888202E+002, -4.17193059E+002
 5.06477010E-003,  2.48287641E-001,  2.08819499E-002, -1.49075488E+002, -6.10649822E+002
 4.95239717E-003,  2.52249781E-001,  2.06874119E-002, -1.70029872E+002, -6.79922284E+002
 4.84522978E-003,  2.55611883E-001,  2.05385920E-002, -1.82067095E+002, -6.47341043E+002
 4.74653297E-003,  2.58454732E-001,  2.04239524E-002, -1.88453627E+002, -9.98403871E+002
 4.62523228E-003,  2.60849915E-001,  2.03134314E-002, -1.57771638E+002, -9.54544895E+002
 4.50361249E-003,  2.62865908E-001,  2.02161719E-002, -1.21515422E+002, -8.41640120E+002
 4.39832188E-003,  2.64560732E-001,  2.01385300E-002, -7.75628380E+001, -7.81792216E+002
 4.30790777E-003,  2.65981742E-001,  2.00764239E-002, -2.81731561E+001, -2.97628532E+002
 4.23076703E-003,  2.67171224E-001,  2.00265213E-002,  1.76930515E+001, -4.31254884E+002
 4.16530655E-003,  2.68165404E-001,  1.99862402E-002,  8.93847400E+001, -6.97491419E+002
 4.11000267E-003,  2.68995229E-001,  1.99535932E-002,  1.38667027E+002, -4.53550353E+002
 4.06343930E-003,  2.69686988E-001,  1.99270318E-002,  1.84872357E+002,  5.94625281E+001
 4.02435937E-003,  2.70263002E-001,  1.99053143E-002,  2.06841618E+002, -3.78992834E+002
 3.99166985E-003,  2.70742129E-001,  1.98874900E-002,  2.34755596E+002, -3.38904035E+002
 3.96445914E-003,  2.71140289E-001,  1.98729774E-002,  2.53122380E+002, -3.59838975E+002
 3.94178023E-003,  2.71470869E-001,  1.98613685E-002,  2.63364705E+002, -4.16045081E+002
 3.92277010E-003,  2.71745115E-001,  1.98522186E-002,  2.95786100E+002, -3.41956273E+002
 3.90666696E-003,  2.71972420E-001,  1.98449819E-002,  3.07699395E+002, -4.64586531E+002
 3.89304021E-003,  2.72160677E-001,  1.98390683E-002,  3.17543650E+002, -1.03174956E+003
 3.88168412E-003,  2.72316499E-001,  1.98341858E-002,  3.24584237E+002, -8.80036391E+002
 3.87231135E-003,  2.72445408E-001,  1.98301323E-002,  3.31799090E+002, -1.10079309E+003
 3.86461890E-003,  2.72551984E-001,  1.98267484E-002,  3.42384301E+002, -1.18654925E+003
 3.85832076E-003,  2.72640050E-001,  1.98239080E-002,  3.58497800E+002, -1.22243578E+003
 3.85316275E-003,  2.72712784E-001,  1.98215189E-002,  3.88528486E+002, -1.32816692E+003
 3.84892889E-003,  2.72772828E-001,  1.98195135E-002,  5.17003098E+002, -1.34456773E+003
 5.57132033E-003,  1.64905910E-001,  2.47503374E-002, -1.29154548E+001, -3.05214019E+001
 5.57007127E-003,  1.64915895E-001,  2.47502930E-002, -9.44723141E+000, -2.90266803E+001
 5.56847052E-003,  1.64928692E-001,  2.47502359E-002, -7.51495330E+000, -2.80244529E+001
 5.56641894E-003,  1.64945092E-001,  2.47501628E-002, -8.86907241E+000, -2.86614302E+001
 5.56378950E-003,  1.64966109E-001,  2.47500689E-002, -1.48527207E+001, -3.15378260E+001
 5.56041938E-003,  1.64993044E-001,  2.47499484E-002, -2.08513495E+001, -3.45302047E+001
 5.55609982E-003,  1.65027562E-001,  2.47497937E-002, -2.07537662E+001, -3.45177260E+001
 5.55056314E-003,  1.65071800E-001,  2.47495950E-002, -1.42356620E+001, -3.12658036E+001
 5.54346606E-003,  1.65128494E-001,  2.47493395E-002, -8.15337734E+000, -2.84179042E+001
 5.53436827E-003,  1.65201149E-001,  2.47490109E-002,  7.33325144E+000, -2.04991859E+001
 5.52270486E-003,  1.65294262E-001,  2.47485876E-002,  2.38205747E+001, -1.22338518E+001
 5.50775084E-003,  1.65413591E-001,  2.47480419E-002,  4.23675625E+001, -2.45809330E+000
 5.48861395E-003,  1.65566545E-001,  2.47473229E-002,  5.35220819E+001,  3.16268297E+000
 5.46430013E-003,  1.65762626E-001,  2.47463125E-002,  4.92736951E+001,  1.03888139E+000
 5.43350503E-003,  1.66013999E-001,  2.47448673E-002,  2.84134997E+001, -1.09110829E+001
 5.39463928E-003,  1.66336282E-001,  2.47427699E-002,  4.12546153E+000, -2.44908154E+001
 5.34581829E-003,  1.66749516E-001,  2.47396817E-002, -1.43869918E+001, -3.43519778E+001
 5.28487742E-003,  1.67279427E-001,  2.47350724E-002, -2.59210163E+001, -3.92202945E+001
 5.20945383E-003,  1.67959035E-001,  2.47281051E-002, -3.14163475E+001, -4.22752881E+001
 5.11719188E-003,  1.68830729E-001,  2.47174522E-002, -2.48593266E+001, -4.28935557E+001
 5.00616471E-003,  1.69948900E-001,  2.47009959E-002, -1.14500278E+001, -4.47164718E+001
 4.87586643E-003,  1.71383300E-001,  2.46752788E-002, -1.40099072E+001, -4.54158289E+001
 4.72786570E-003,  1.73223158E-001,  2.46351344E-002, -2.49525160E+001, -5.07442458E+001
 4.56895149E-003,  1.75582385E-001,  2.45712566E-002, -3.91891500E+001, -5.28097553E+001
 4.41396889E-003,  1.78588917E-001,  2.44694490E-002, -4.28030534E+001, -4.84039277E+001
 4.27250403E-003,  1.82446412E-001,  2.43289414E-002, -3.49899097E+001, -4.26028193E+001
 4.19370088E-003,  1.87392634E-001,  2.41108059E-002, -2.34805520E+001, -4.21943704E+001
 4.22812308E-003,  1.93741462E-001,  2.37855656E-002, -2.40960944E+001, -5.03022958E+001
 4.36869979E-003,  2.00090040E-001,  2.34512896E-002, -3.68077740E+001, -6.88541352E+001
 4.58273260E-003,  2.06435109E-001,  2.30890494E-002, -5.20458241E+001, -9.59121236E+001
 4.81868364E-003,  2.12779807E-001,  2.27274833E-002, -7.30347123E+001, -1.36395096E+002
 5.03375312E-003,  2.19125466E-001,  2.23725784E-002, -1.03156611E+002, -1.74177088E+002
 5.18890671E-003,  2.25472357E-001,  2.20354037E-002, -8.72320854E+001, -2.99349023E+002
 5.28145295E-003,  2.31821089E-001,  2.17114580E-002, -7.96147207E+001, -3.97542942E+002
 5.23842081E-003,  2.38170272E-001,  2.14009033E-002, -7.24681712E+001, -4.58423417E+002
 5.19609093E-003,  2.43629103E-001,  2.11354252E-002, -1.50846025E+002, -7.67712662E+002
 5.10445137E-003,  2.48287541E-001,  2.09101925E-002, -1.55226749E+002, -7.17402240E+002
 4.99057255E-003,  2.52249436E-001,  2.07148046E-002, -1.84423992E+002, -8.18448104E+002
 4.88695699E-003,  2.55611538E-001,  2.05659165E-002, -2.14836539E+002, -9.84895977E+002
 4.79622003E-003,  2.58454470E-001,  2.04470486E-002, -2.12798109E+002, -1.47191359E+003
 4.67324983E-003,  2.60849560E-001,  2.03369780E-002, -1.63875688E+002, -1.47842944E+003
 4.54870266E-003,  2.62865438E-001,  2.02414955E-002, -1.08734626E+002, -1.25794643E+003
 4.44233614E-003,  2.64560173E-001,  2.01640365E-002, -3.70482340E+001, -9.55435651E+002
 4.35201377E-003,  2.65981149E-001,  2.01016803E-002,  4.20094334E+001, -9.73754569E+002
 4.27466411E-003,  2.67170557E-001,  2.00510418E-002,  1.11846434E+002, -7.90307599E+002
 4.20786260E-003,  2.68164569E-001,  2.00097500E-002,  2.43982710E+002, -1.48765106E+003
 4.15004510E-003,  2.68994136E-001,  1.99762111E-002,  3.19791611E+002, -1.28347156E+003
 4.10318026E-003,  2.69685900E-001,  1.99509870E-002,  3.65715106E+002, -8.35419200E+002
 4.07529917E-003,  2.70262944E-001,  1.99326626E-002,  4.55629492E+002, -9.73235890E+002
 4.04624834E-003,  2.70742282E-001,  1.99128344E-002,  5.05903400E+002, -1.31069733E+003
 4.02166493E-003,  2.71140534E-001,  1.98953106E-002,  5.41457646E+002, -1.33570898E+003
 4.00039882E-003,  2.71471082E-001,  1.98800392E-002,  5.58831624E+002, -1.35186992E+003
 3.98187341E-003,  2.71745209E-001,  1.98670342E-002,  5.25894200E+002, -1.30725224E+003
 3.96592451E-003,  2.71972375E-001,  1.98561126E-002,  5.32261139E+002, -1.80692963E+003
 3.95232069E-003,  2.72160503E-001,  1.98470084E-002,  5.23653870E+002, -1.72050057E+003
 3.94079750E-003,  2.72316200E-001,  1.98394525E-002,  5.11796467E+002, -2.30790823E+003
 3.93108874E-003,  2.72444989E-001,  1.98331978E-002,  4.97808890E+002, -2.60038068E+003
 3.92294405E-003,  2.72551451E-001,  1.98280296E-002,  4.85962953E+002, -2.66853528E+003
 3.91613578E-003,  2.72639414E-001,  1.98237634E-002,  4.77039505E+002, -2.71764793E+003
 3.91046097E-003,  2.72712056E-001,  1.98202440E-002,  4.65811112E+002, -3.01985917E+003
 3.90574154E-003,  2.72772021E-001,  1.98173420E-002,  5.10084003E+002, -9.64313183E+002
 5.62558691E-003,  1.64904068E-001,  2.47164914E-002, -1.74519298E+001, -2.95367275E+001
 5.62430854E-003,  1.64914050E-001,  2.47164351E-002, -1.40196914E+001, -2.82369308E+001
 5.62267002E-003,  1.64926842E-001,  2.47163630E-002, -1.72412144E+001, -2.94530946E+001
 5.62057000E-003,  1.64943237E-001,  2.47162706E-002, -2.09587642E+001, -3.07528202E+001
 5.61787845E-003,  1.64964247E-001,  2.47161522E-002, -3.09196418E+001, -3.46896979E+001
 5.61442866E-003,  1.64991174E-001,  2.47160006E-002, -3.77234354E+001, -3.79012835E+001
 5.61000688E-003,  1.65025681E-001,  2.47158064E-002, -3.63292416E+001, -3.74106613E+001
 5.60433901E-003,  1.65069905E-001,  2.47155576E-002, -3.19167276E+001, -3.50577130E+001
 5.59707353E-003,  1.65126580E-001,  2.47152389E-002, -2.01235860E+001, -3.01234320E+001
 5.58775948E-003,  1.65199212E-001,  2.47148310E-002, -5.43656651E+000, -2.33835914E+001
 5.57581824E-003,  1.65292294E-001,  2.47143088E-002,  1.24313556E+001, -1.55392810E+001
 5.56050713E-003,  1.65411584E-001,  2.47136407E-002,  3.34649199E+001, -6.17019281E+000
 5.54091263E-003,  1.65564490E-001,  2.47127712E-002,  5.25143484E+001,  4.06041417E+000
 5.51602105E-003,  1.65760512E-001,  2.47115747E-002,  4.95207906E+001,  1.66167017E+000
 5.48450091E-003,  1.66011812E-001,  2.47099006E-002,  3.36039038E+001, -8.57579212E+000
 5.44473111E-003,  1.66334008E-001,  2.47075241E-002,  1.25941636E+001, -1.95571926E+001
 5.39479211E-003,  1.66747141E-001,  2.47040982E-002, -9.09568895E+000, -3.01113678E+001
 5.33248331E-003,  1.67276936E-001,  2.46990821E-002, -2.48873849E+001, -3.66481929E+001
 5.25540811E-003,  1.67956420E-001,  2.46916243E-002, -3.34528362E+001, -4.09673767E+001
 5.16118356E-003,  1.68827986E-001,  2.46803716E-002, -2.78335276E+001, -4.28947026E+001
 5.04786400E-003,  1.69946039E-001,  2.46631576E-002, -1.27416790E+001, -4.39579497E+001
 4.91471567E-003,  1.71380327E-001,  2.46364871E-002, -1.47719516E+001, -4.46018858E+001
 4.76353271E-003,  1.73220114E-001,  2.45946606E-002, -2.45287720E+001, -4.85803582E+001
 4.60070947E-003,  1.75579298E-001,  2.45281897E-002, -3.66725985E+001, -4.91230880E+001
 4.44000220E-003,  1.78585784E-001,  2.44230729E-002, -3.75898247E+001, -4.40680062E+001
 4.29274988E-003,  1.82443675E-001,  2.42875511E-002, -3.17849128E+001, -3.95005174E+001
 4.20818441E-003,  1.87390511E-001,  2.40723286E-002, -2.14973838E+001, -3.90172075E+001
 4.23730529E-003,  1.93740147E-001,  2.37489673E-002, -2.17876020E+001, -4.74276420E+001
 4.38049883E-003,  2.00089084E-001,  2.34139735E-002, -3.32389127E+001, -6.45894806E+001
 4.59781819E-003,  2.06433991E-001,  2.30472587E-002, -4.45733140E+001, -8.01759930E+001
 4.84164144E-003,  2.12778190E-001,  2.26818956E-002, -6.23215807E+001, -1.23550031E+002
 5.06780464E-003,  2.19123437E-001,  2.23269438E-002, -8.98707987E+001, -1.56424132E+002
 5.23932089E-003,  2.25469432E-001,  2.19785061E-002, -8.14498585E+001, -2.07116051E+002
 5.33571481E-003,  2.31818901E-001,  2.16644425E-002, -4.84988837E+001, -1.86911748E+002
 5.35445424E-003,  2.38169141E-001,  2.13676635E-002, -5.79675769E+001, -3.54172703E+002
 5.29126932E-003,  2.43630086E-001,  2.11303106E-002, -1.07069760E+002, -6.35725585E+002
 5.14402743E-003,  2.48289085E-001,  2.09256855E-002, -1.61333103E+002, -1.11485179E+003
 5.00374993E-003,  2.52249936E-001,  2.07227539E-002, -2.12429155E+002, -1.48177248E+003
 4.91123623E-003,  2.55612500E-001,  2.05760538E-002, -2.56192724E+002, -1.93280349E+003
 4.84293857E-003,  2.58456231E-001,  2.04520627E-002, -2.32388681E+002, -2.43681648E+003
 4.68923848E-003,  2.60849889E-001,  2.03423065E-002, -1.73169813E+002, -2.99542038E+003
 4.56375610E-003,  2.62865742E-001,  2.02472631E-002, -1.11754696E+002, -3.32370774E+003
 4.45561194E-003,  2.64560356E-001,  2.01696327E-002,  2.91408654E+000, -3.39714074E+003
 4.36247390E-003,  2.65981094E-001,  2.01063671E-002,  1.23548263E+002, -3.43801360E+003
 4.28188914E-003,  2.67170206E-001,  2.00546385E-002,  2.07114582E+002, -3.04135128E+003
 4.28652962E-003,  2.68165055E-001,  1.99089477E-002,  3.13611119E+002, -2.16036413E+003
 4.24423657E-003,  2.68997428E-001,  1.99097506E-002,  4.81546106E+002, -2.25133696E+003
 4.19212929E-003,  2.69689235E-001,  1.98912967E-002,  5.99768581E+002, -2.13490665E+003
 4.14645599E-003,  2.70265165E-001,  1.98775550E-002,  6.59594164E+002, -2.34876227E+003
 4.10658847E-003,  2.70743978E-001,  1.98642673E-002,  7.23938704E+002, -2.69209494E+003
 4.07278668E-003,  2.71141701E-001,  1.98509587E-002,  7.56335075E+002, -2.52884378E+003
 4.04444848E-003,  2.71471829E-001,  1.98388974E-002,  7.63096092E+002, -2.38232393E+003
 4.02075677E-003,  2.71745653E-001,  1.98284729E-002,  7.53626786E+002, -2.32674992E+003
 4.00098580E-003,  2.71972599E-001,  1.98196401E-002,  7.23410685E+002, -2.40141588E+003
 3.98451352E-003,  2.72160564E-001,  1.98122269E-002,  6.76573984E+002, -2.34056000E+003
 3.97081078E-003,  2.72316140E-001,  1.98060382E-002,  6.32822313E+002, -2.66613225E+003
 3.95942719E-003,  2.72444837E-001,  1.98008885E-002,  5.98394462E+002, -2.51370406E+003
 3.94998296E-003,  2.72551229E-001,  1.97966134E-002,  5.69850296E+002, -2.28509647E+003
 3.94215630E-003,  2.72639138E-001,  1.97930701E-002,  5.43016490E+002, -2.08805086E+003
 3.93567668E-003,  2.72711737E-001,  1.97901370E-002,  5.24672083E+002, -1.83282131E+003
 3.93031688E-003,  2.72771668E-001,  1.97877113E-002,  5.22367464E+002, -1.36919474E+003
 5.66844992E-003,  1.64902600E-001,  2.46695672E-002, -2.98814496E+000, -1.98253049E+001
 5.66713886E-003,  1.64912579E-001,  2.46695159E-002,  1.16993900E+000, -1.81886699E+001
 5.66545838E-003,  1.64925367E-001,  2.46694506E-002,  7.26269991E-001, -1.71822819E+001
 5.66330464E-003,  1.64941755E-001,  2.46693669E-002, -2.64758077E+000, -1.79596173E+001
 5.66054434E-003,  1.64962759E-001,  2.46692599E-002, -1.23533865E+001, -2.11971464E+001
 5.65700660E-003,  1.64989676E-001,  2.46691228E-002, -1.78067867E+001, -2.34580698E+001
 5.65247235E-003,  1.65024171E-001,  2.46689475E-002, -1.10923482E+001, -2.01564059E+001
 5.64666077E-003,  1.65068380E-001,  2.46687232E-002, -5.90659112E+000, -1.72079316E+001
 5.63921178E-003,  1.65125036E-001,  2.46684367E-002,  1.60511481E+001, -5.23751542E+000
 5.62966368E-003,  1.65197643E-001,  2.46680708E-002,  3.33802586E+001,  4.78354846E+000
 5.61742432E-003,  1.65290695E-001,  2.46676041E-002,  5.01549828E+001,  1.39420394E+001
 5.60173418E-003,  1.65409945E-001,  2.46670095E-002,  6.47603842E+001,  2.11700368E+001
 5.58165955E-003,  1.65562802E-001,  2.46662366E-002,  6.62222161E+001,  1.89434684E+001
 5.55616706E-003,  1.65758765E-001,  2.46651604E-002,  5.81588145E+001,  1.19056880E+001
 5.52390027E-003,  1.66009997E-001,  2.46636340E-002,  4.38152585E+001,  9.38983484E-001
 5.48320971E-003,  1.66332112E-001,  2.46614356E-002,  2.63188836E+001, -9.52046285E+000
 5.43214541E-003,  1.66745153E-001,  2.46582196E-002,  1.55998580E+000, -2.14136149E+001
 5.36847537E-003,  1.67274849E-001,  2.46534420E-002, -2.24322983E+001, -3.13882650E+001
 5.28977172E-003,  1.67954230E-001,  2.46462395E-002, -3.79051583E+001, -3.84516891E+001
 5.19361970E-003,  1.68825700E-001,  2.46352318E-002, -3.32062416E+001, -4.20873573E+001
 5.07803554E-003,  1.69943674E-001,  2.46181994E-002, -1.37243754E+001, -4.20660156E+001
 4.94222102E-003,  1.71377911E-001,  2.45915514E-002, -1.35757050E+001, -4.17666512E+001
 4.78782064E-003,  1.73217686E-001,  2.45494307E-002, -2.10905143E+001, -4.37796036E+001
 4.62081807E-003,  1.75576894E-001,  2.44821346E-002, -2.94583332E+001, -4.34396935E+001
 4.45411987E-003,  1.78583446E-001,  2.43761209E-002, -2.80752438E+001, -3.91460278E+001
 4.30368858E-003,  1.82441876E-001,  2.42456013E-002, -2.66495593E+001, -3.70871447E+001
 4.21479924E-003,  1.87389353E-001,  2.40338953E-002, -1.83121557E+001, -3.71690984E+001
 4.23928517E-003,  1.93739757E-001,  2.37131871E-002, -1.71573829E+001, -4.54395172E+001
 4.38404707E-003,  2.00089005E-001,  2.33776241E-002, -2.79260110E+001, -6.04107011E+001
 4.60171922E-003,  2.06433846E-001,  2.30073575E-002, -3.86825141E+001, -7.85250405E+001
 4.84932096E-003,  2.12777611E-001,  2.26373070E-002, -5.24905440E+001, -1.10439259E+002
 5.08247954E-003,  2.19122312E-001,  2.22784393E-002, -6.78447425E+001, -1.28103102E+002
 5.25264145E-003,  2.25467441E-001,  2.19130171E-002, -4.54493996E+001, -1.42859975E+002
 5.35581155E-003,  2.31816819E-001,  2.15975076E-002, -1.47669233E+001, -1.04022992E+002
 5.36540065E-003,  2.38163728E-001,  2.12262960E-002, -1.42521324E+001, -7.03371660E+001
 5.32233537E-003,  2.43624123E-001,  2.09662506E-002, -3.95586141E+001, -1.19868941E+002
 5.22145384E-003,  2.48283336E-001,  2.07384903E-002, -1.06704119E+002, -3.10870389E+002
 5.09502513E-003,  2.52246222E-001,  2.05504359E-002, -1.54901695E+002, -4.69852946E+002
 4.98134777E-003,  2.55609230E-001,  2.04119990E-002, -1.87091758E+002, -5.63826865E+002
 4.87974030E-003,  2.58453214E-001,  2.03134710E-002, -1.90116585E+002, -5.01894298E+002
 4.74986817E-003,  2.60848535E-001,  2.02054485E-002, -1.60778691E+002, -6.79276719E+002
 4.62065086E-003,  2.62864514E-001,  2.01090959E-002, -1.24320062E+002, -7.56228009E+002
 4.51006106E-003,  2.64559462E-001,  2.00348280E-002, -5.30526437E+001, -7.76687370E+002
 4.41559559E-003,  2.65980609E-001,  1.99763830E-002,  3.07886833E+001, -7.23563924E+002
 4.33511810E-003,  2.67170206E-001,  1.99299702E-002,  1.20736328E+002, -6.53799136E+002
 4.26672914E-003,  2.68164470E-001,  1.98928680E-002,  2.23535764E+002, -1.53619738E+002
 4.20862727E-003,  2.68994326E-001,  1.98628664E-002,  3.40433029E+002, -2.52002295E+002
 4.15946867E-003,  2.69686077E-001,  1.98383970E-002,  4.34831801E+002,  2.63242856E+001
 4.11812743E-003,  2.70262066E-001,  1.98183277E-002,  5.06817780E+002,  3.50476324E+001
 4.08458323E-003,  2.70741291E-001,  1.98027914E-002,  5.88110604E+002, -2.41059978E+002
 4.05844574E-003,  2.71139806E-001,  1.97931672E-002,  6.20796941E+002, -2.03165336E+002
 4.03434673E-003,  2.71470469E-001,  1.97851721E-002,  6.32801332E+002, -2.01182727E+002
 4.01297337E-003,  2.71744621E-001,  1.97776370E-002,  6.32559513E+002, -2.14825459E+002
 3.99478613E-003,  2.71971809E-001,  1.97711272E-002,  6.20166698E+002, -1.17960444E+002
 3.97951555E-003,  2.72159968E-001,  1.97656833E-002,  6.01383428E+002, -1.25808369E+002
 3.96675993E-003,  2.72315704E-001,  1.97611897E-002,  5.84553588E+002, -3.73606897E+002
 3.95612374E-003,  2.72444533E-001,  1.97574744E-002,  5.70545936E+002, -3.49787742E+002
 3.94727068E-003,  2.72551034E-001,  1.97544004E-002,  5.55694565E+002, -3.31097964E+002
 3.93991318E-003,  2.72639030E-001,  1.97518562E-002,  5.41171444E+002, -3.14748778E+002
 3.93380729E-003,  2.72711701E-001,  1.97497508E-002,  5.21709005E+002, -1.45731857E+002
 3.92874615E-003,  2.72771690E-001,  1.97480086E-002,  5.15157551E+002, -9.63328013E+002
 5.69834762E-003,  1.64901569E-001,  2.46119039E-002,  1.55932810E+001, -1.36060921E+001
 5.69701265E-003,  1.64911546E-001,  2.46118707E-002,  2.00335082E+001, -1.18841424E+001
 5.69530157E-003,  1.64924332E-001,  2.46118286E-002,  1.95023599E+001, -1.11622506E+001
 5.69310868E-003,  1.64940717E-001,  2.46117748E-002,  1.67398149E+001, -1.17030556E+001
 5.69029829E-003,  1.64961716E-001,  2.46117059E-002,  6.46426035E+000, -1.59033669E+001
 5.68669649E-003,  1.64988628E-001,  2.46116178E-002,  9.87256408E-001, -1.85656681E+001
 5.68208040E-003,  1.65023117E-001,  2.46115051E-002,  8.33322359E+000, -1.47747719E+001
 5.67616433E-003,  1.65067317E-001,  2.46113613E-002,  1.57805186E+001, -1.04218691E+001
 5.66858207E-003,  1.65123962E-001,  2.46111776E-002,  3.86936094E+001,  3.11121775E+000
 5.65886422E-003,  1.65196556E-001,  2.46109435E-002,  5.62774021E+001,  1.46500891E+001
 5.64640903E-003,  1.65289590E-001,  2.46106456E-002,  7.23343126E+001,  2.51212609E+001
 5.63044505E-003,  1.65408818E-001,  2.46102671E-002,  8.27803816E+001,  3.17205758E+001
 5.61002372E-003,  1.65561649E-001,  2.46097692E-002,  7.91491873E+001,  2.89295720E+001
 5.58409472E-003,  1.65757581E-001,  2.46090348E-002,  6.14544902E+001,  1.68692789E+001
 5.55128102E-003,  1.66008775E-001,  2.46079285E-002,  4.14921789E+001,  2.41228292E+000
 5.50990868E-003,  1.66330848E-001,  2.46062404E-002,  2.20303485E+001, -1.01627631E+001
 5.45799930E-003,  1.66743842E-001,  2.46036349E-002, -1.57041139E+000, -2.25946845E+001
 5.39328787E-003,  1.67273489E-001,  2.45995731E-002, -2.55006227E+001, -3.11924224E+001
 5.31330776E-003,  1.67952822E-001,  2.45931875E-002, -4.16252358E+001, -3.71684440E+001
 5.21559612E-003,  1.68824251E-001,  2.45830783E-002, -3.57865493E+001, -3.91217445E+001
 5.09810226E-003,  1.69942197E-001,  2.45669826E-002, -1.21854114E+001, -3.74930477E+001
 4.95991783E-003,  1.71376427E-001,  2.45412338E-002, -6.13672286E+000, -3.64779175E+001
 4.80247034E-003,  1.73216220E-001,  2.44998662E-002, -1.19134412E+001, -3.93713511E+001
 4.63124214E-003,  1.75575465E-001,  2.44331120E-002, -2.15780885E+001, -4.16483395E+001
 4.45835276E-003,  1.78582105E-001,  2.43282229E-002, -2.70314573E+001, -3.92456823E+001
 4.30636441E-003,  1.82441076E-001,  2.42026944E-002, -2.57741981E+001, -3.73267657E+001
 4.21405266E-003,  1.87389092E-001,  2.39949790E-002, -1.73486411E+001, -3.72524473E+001
 4.23419734E-003,  1.93740058E-001,  2.36771257E-002, -1.58361898E+001, -4.54182876E+001
 4.37974410E-003,  2.00089422E-001,  2.33407760E-002, -2.67516905E+001, -6.01607745E+001
 4.59541911E-003,  2.06434148E-001,  2.29672937E-002, -3.79894834E+001, -8.08802894E+001
 4.84320080E-003,  2.12777487E-001,  2.25918421E-002, -4.70797508E+001, -1.14233740E+002
 5.07897877E-003,  2.19121536E-001,  2.22251283E-002, -6.35303363E+001, -1.23802001E+002
 5.23409566E-003,  2.25466546E-001,  2.18508458E-002, -2.51068890E+001, -1.06222247E+002
 5.33495134E-003,  2.31815631E-001,  2.15300740E-002, -1.16372526E+001, -9.62860199E+001
 5.32766437E-003,  2.38163703E-001,  2.11829783E-002, -1.52577757E+001, -1.23002811E+002
 5.28044672E-003,  2.43624115E-001,  2.09272805E-002, -5.80986253E+001, -2.28818636E+002
 5.18198882E-003,  2.48283656E-001,  2.07092088E-002, -1.00685052E+002, -4.08797465E+002
 5.05817093E-003,  2.52246708E-001,  2.05238987E-002, -1.16789778E+002, -4.74153845E+002
 4.94069951E-003,  2.55609459E-001,  2.03826403E-002, -1.13872062E+002, -4.61230930E+002
 4.83339659E-003,  2.58452804E-001,  2.02749813E-002, -1.01397485E+002, -4.06586774E+002
 4.70477644E-003,  2.60848326E-001,  2.01700742E-002, -7.10610023E+001, -4.14256833E+002
 4.57701721E-003,  2.62864563E-001,  2.00772870E-002, -4.01938101E+001, -4.13438448E+002
 4.46655324E-003,  2.64559586E-001,  2.00036335E-002,  1.98088263E+001, -4.05770560E+002
 4.37173805E-003,  2.65980741E-001,  1.99449507E-002,  9.53879430E+001, -3.92651360E+002
 4.29087238E-003,  2.67170330E-001,  1.98980199E-002,  1.79993569E+002, -2.50196887E+002
 4.22226664E-003,  2.68164592E-001,  1.98603582E-002,  2.97186030E+002, -1.70090024E+002
 4.16428848E-003,  2.68994479E-001,  1.98300327E-002,  4.03832308E+002, -1.78081907E+002
